-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MAX
20.0,75.0,2022,6,29.36
20.0,75.625,2022,6,28.22
20.0,76.25,2022,6,28.0
20.0,76.875,2022,6,27.97
20.0,77.5,2022,6,28.1
20.0,78.125,2022,6,28.63
20.0,78.75,2022,6,29.2
20.0,79.375,2022,6,29.2
20.0,80.0,2022,6,28.85
20.0,80.625,2022,6,27.56
20.5,73.125,2022,6,28.14
20.5,73.75,2022,6,26.95
20.5,74.375,2022,6,28.37
20.5,75.0,2022,6,29.88
20.5,75.625,2022,6,29.04
20.5,76.25,2022,6,28.4
20.5,76.875,2022,6,28.53
20.5,77.5,2022,6,28.4
20.5,78.125,2022,6,28.17
20.5,78.75,2022,6,28.51
20.5,79.375,2022,6,28.54
20.5,80.0,2022,6,27.56
20.5,80.625,2022,6,25.87
21.0,73.125,2022,6,28.08
21.0,73.75,2022,6,27.12
21.0,74.375,2022,6,28.52
21.0,75.0,2022,6,30.34
21.0,75.625,2022,6,29.77
21.0,76.25,2022,6,29.04
21.0,76.875,2022,6,28.91
21.0,77.5,2022,6,28.48
21.0,78.125,2022,6,27.96
21.0,78.75,2022,6,27.51
21.0,79.375,2022,6,28.17
21.0,80.0,2022,6,27.62
21.0,80.625,2022,6,25.91
21.5,73.125,2022,6,28.09
21.5,73.75,2022,6,27.24
21.5,74.375,2022,6,27.85
21.5,75.0,2022,6,29.12
21.5,75.625,2022,6,28.15
21.5,76.25,2022,6,27.62
21.5,76.875,2022,6,27.86
21.5,77.5,2022,6,27.08
21.5,78.125,2022,6,26.94
21.5,78.75,2022,6,27.02
21.5,79.375,2022,6,27.46
21.5,80.0,2022,6,27.72
21.5,80.625,2022,6,26.42
22.0,73.125,2022,6,28.11
22.0,73.75,2022,6,27.45
22.0,74.375,2022,6,26.48
22.0,75.0,2022,6,27.47
22.0,75.625,2022,6,27.37
22.0,76.25,2022,6,27.34
22.0,76.875,2022,6,28.12
22.0,77.5,2022,6,27.9
22.0,78.125,2022,6,26.3
22.0,78.75,2022,6,25.94
22.0,79.375,2022,6,26.31
22.0,80.0,2022,6,27.14
22.0,80.625,2022,6,26.36
20.0,73.125,2022,7,29.54
20.0,73.75,2022,7,27.51
20.0,74.375,2022,7,29.32
20.0,75.0,2022,7,29.79
20.0,75.625,2022,7,28.46
20.0,76.25,2022,7,28.26
20.0,76.875,2022,7,28.27
20.0,77.5,2022,7,28.44
20.0,78.125,2022,7,29.04
20.0,78.75,2022,7,29.54
20.0,79.375,2022,7,29.61
20.0,80.0,2022,7,29.38
20.0,80.625,2022,7,28.11
20.5,73.125,2022,7,29.62
20.5,73.75,2022,7,28.16
20.5,74.375,2022,7,29.46
20.5,75.0,2022,7,30.78
20.5,75.625,2022,7,29.36
20.5,76.25,2022,7,28.5
20.5,76.875,2022,7,28.68
20.5,77.5,2022,7,28.51
20.5,78.125,2022,7,28.47
20.5,78.75,2022,7,28.93
20.5,79.375,2022,7,28.96
20.5,80.0,2022,7,28.04
20.5,80.625,2022,7,26.2
21.0,73.125,2022,7,29.43
21.0,73.75,2022,7,29.1
21.0,74.375,2022,7,30.01
21.0,75.0,2022,7,31.92
21.0,75.625,2022,7,30.64
21.0,76.25,2022,7,29.32
21.0,76.875,2022,7,28.94
21.0,77.5,2022,7,28.45
21.0,78.125,2022,7,28.03
21.0,78.75,2022,7,27.89
21.0,79.375,2022,7,28.61
21.0,80.0,2022,7,27.85
21.0,80.625,2022,7,25.54
21.5,73.125,2022,7,28.94
21.5,73.75,2022,7,28.96
21.5,74.375,2022,7,29.42
21.5,75.0,2022,7,30.76
21.5,75.625,2022,7,29.46
21.5,76.25,2022,7,28.21
21.5,76.875,2022,7,27.96
21.5,77.5,2022,7,27.01
21.5,78.125,2022,7,26.87
21.5,78.75,2022,7,27.07
21.5,79.375,2022,7,27.62
21.5,80.0,2022,7,27.61
21.5,80.625,2022,7,25.36
22.0,73.125,2022,7,28.24
22.0,73.75,2022,7,28.25
22.0,74.375,2022,7,27.58
22.0,75.0,2022,7,28.63
22.0,75.625,2022,7,28.63
22.0,76.25,2022,7,28.16
22.0,76.875,2022,7,28.63
22.0,77.5,2022,7,27.85
22.0,78.125,2022,7,25.99
22.0,78.75,2022,7,25.55
22.0,79.375,2022,7,25.97
22.0,80.0,2022,7,26.66
22.0,80.625,2022,7,25.06
20.0,73.125,2022,8,26.46
20.0,73.75,2022,8,25.51
20.0,74.375,2022,8,27.7
20.0,75.0,2022,8,29.19
20.0,75.625,2022,8,28.19
20.0,76.25,2022,8,27.5
20.0,76.875,2022,8,26.65
20.0,77.5,2022,8,25.39
20.0,78.125,2022,8,24.57
20.0,78.75,2022,8,26.48
20.0,79.375,2022,8,28.56
20.0,80.0,2022,8,29.21
20.0,80.625,2022,8,28.03
20.5,73.125,2022,8,25.73
20.5,73.75,2022,8,25.6
20.5,74.375,2022,8,27.63
20.5,75.0,2022,8,29.84
20.5,75.625,2022,8,28.74
20.5,76.25,2022,8,27.55
20.5,76.875,2022,8,26.35
20.5,77.5,2022,8,24.27
20.5,78.125,2022,8,23.54
20.5,78.75,2022,8,26.5
20.5,79.375,2022,8,28.15
20.5,80.0,2022,8,27.9
20.5,80.625,2022,8,26.21
21.0,73.125,2022,8,26.43
21.0,73.75,2022,8,25.42
21.0,74.375,2022,8,27.7
21.0,75.0,2022,8,30.51
21.0,75.625,2022,8,29.34
21.0,76.25,2022,8,27.84
21.0,76.875,2022,8,26.13
21.0,77.5,2022,8,23.39
21.0,78.125,2022,8,23.38
21.0,78.75,2022,8,25.91
21.0,79.375,2022,8,27.87
21.0,80.0,2022,8,27.82
21.0,80.625,2022,8,25.93
21.5,73.125,2022,8,26.59
21.5,73.75,2022,8,25.24
21.5,74.375,2022,8,27.08
21.5,75.0,2022,8,29.38
21.5,75.625,2022,8,28.04
21.5,76.25,2022,8,26.79
21.5,76.875,2022,8,25.54
21.5,77.5,2022,8,22.98
21.5,78.125,2022,8,24.22
21.5,78.75,2022,8,26.0
21.5,79.375,2022,8,27.19
21.5,80.0,2022,8,27.76
21.5,80.625,2022,8,26.04
22.0,73.125,2022,8,26.4
22.0,73.75,2022,8,25.66
22.0,74.375,2022,8,25.44
22.0,75.0,2022,8,27.71
22.0,75.625,2022,8,27.51
22.0,76.25,2022,8,26.65
22.0,76.875,2022,8,26.51
22.0,77.5,2022,8,25.82
22.0,78.125,2022,8,24.66
22.0,78.75,2022,8,24.98
22.0,79.375,2022,8,25.87
22.0,80.0,2022,8,26.92
22.0,80.625,2022,8,25.64
20.0,73.125,2022,9,27.18
20.0,73.75,2022,9,24.98
20.0,74.375,2022,9,26.27
20.0,75.0,2022,9,27.56
20.0,75.625,2022,9,26.91
20.0,76.25,2022,9,26.75
20.0,76.875,2022,9,26.48
20.0,77.5,2022,9,26.64
20.0,78.125,2022,9,27.56
20.0,78.75,2022,9,28.3
20.0,79.375,2022,9,27.73
20.0,80.0,2022,9,25.74
20.0,80.625,2022,9,25.99
20.5,73.125,2022,9,26.64
20.5,73.75,2022,9,25.03
20.5,74.375,2022,9,26.13
20.5,75.0,2022,9,27.68
20.5,75.625,2022,9,27.04
20.5,76.25,2022,9,26.2
20.5,76.875,2022,9,26.1
20.5,77.5,2022,9,26.44
20.5,78.125,2022,9,27.1
20.5,78.75,2022,9,27.81
20.5,79.375,2022,9,27.69
20.5,80.0,2022,9,26.7
20.5,80.625,2022,9,25.68
21.0,73.125,2022,9,26.24
21.0,73.75,2022,9,25.39
21.0,74.375,2022,9,26.68
21.0,75.0,2022,9,28.52
21.0,75.625,2022,9,27.64
21.0,76.25,2022,9,26.2
21.0,76.875,2022,9,25.69
21.0,77.5,2022,9,25.99
21.0,78.125,2022,9,26.56
21.0,78.75,2022,9,26.6
21.0,79.375,2022,9,27.35
21.0,80.0,2022,9,26.92
21.0,80.625,2022,9,25.86
21.5,73.125,2022,9,25.6
21.5,73.75,2022,9,25.51
21.5,74.375,2022,9,26.35
21.5,75.0,2022,9,27.91
21.5,75.625,2022,9,26.59
21.5,76.25,2022,9,24.97
21.5,76.875,2022,9,23.76
21.5,77.5,2022,9,23.93
21.5,78.125,2022,9,25.01
21.5,78.75,2022,9,25.41
21.5,79.375,2022,9,26.07
21.5,80.0,2022,9,26.58
21.5,80.625,2022,9,26.04
22.0,73.125,2022,9,25.03
22.0,73.75,2022,9,25.13
22.0,74.375,2022,9,24.69
22.0,75.0,2022,9,26.09
22.0,75.625,2022,9,25.6
22.0,76.25,2022,9,24.54
22.0,76.875,2022,9,23.05
22.0,77.5,2022,9,21.83
22.0,78.125,2022,9,22.88
22.0,78.75,2022,9,23.56
22.0,79.375,2022,9,24.16
22.0,80.0,2022,9,25.57
22.0,80.625,2022,9,25.53
20.0,73.125,2022,10,27.11
20.0,73.75,2022,10,25.55
20.0,74.375,2022,10,27.02
20.0,75.0,2022,10,27.71
20.0,75.625,2022,10,26.13
20.0,76.25,2022,10,25.68
20.0,76.875,2022,10,24.44
20.0,77.5,2022,10,23.06
20.0,78.125,2022,10,24.72
20.0,78.75,2022,10,26.34
20.0,79.375,2022,10,26.8
20.0,80.0,2022,10,26.95
20.0,80.625,2022,10,26.15
20.5,73.125,2022,10,26.34
20.5,73.75,2022,10,25.88
20.5,74.375,2022,10,26.6
20.5,75.0,2022,10,27.78
20.5,75.625,2022,10,26.53
20.5,76.25,2022,10,25.48
20.5,76.875,2022,10,24.78
20.5,77.5,2022,10,23.78
20.5,78.125,2022,10,23.81
20.5,78.75,2022,10,24.84
20.5,79.375,2022,10,25.61
20.5,80.0,2022,10,25.99
20.5,80.625,2022,10,24.95
21.0,73.125,2022,10,25.78
21.0,73.75,2022,10,26.19
21.0,74.375,2022,10,26.78
21.0,75.0,2022,10,28.04
21.0,75.625,2022,10,26.88
21.0,76.25,2022,10,25.53
21.0,76.875,2022,10,25.52
21.0,77.5,2022,10,25.15
21.0,78.125,2022,10,24.28
21.0,78.75,2022,10,24.61
21.0,79.375,2022,10,25.93
21.0,80.0,2022,10,26.21
21.0,80.625,2022,10,25.05
21.5,73.125,2022,10,25.42
21.5,73.75,2022,10,25.71
21.5,74.375,2022,10,26.3
21.5,75.0,2022,10,26.96
21.5,75.625,2022,10,25.39
21.5,76.25,2022,10,24.29
21.5,76.875,2022,10,24.82
21.5,77.5,2022,10,24.43
21.5,78.125,2022,10,24.16
21.5,78.75,2022,10,24.57
21.5,79.375,2022,10,25.45
21.5,80.0,2022,10,26.47
21.5,80.625,2022,10,25.36
22.0,73.125,2022,10,24.94
22.0,73.75,2022,10,25.22
22.0,74.375,2022,10,24.66
22.0,75.0,2022,10,25.13
22.0,75.625,2022,10,24.26
22.0,76.25,2022,10,23.81
22.0,76.875,2022,10,24.83
22.0,77.5,2022,10,24.71
22.0,78.125,2022,10,23.75
22.0,78.75,2022,10,23.83
22.0,79.375,2022,10,24.38
22.0,80.0,2022,10,25.19
22.0,80.625,2022,10,24.44
20.0,73.125,2022,11,27.36
20.0,73.75,2022,11,25.26
20.0,74.375,2022,11,26.41
20.0,75.0,2022,11,27.26
20.0,75.625,2022,11,25.94
20.0,76.25,2022,11,25.7
20.0,76.875,2022,11,25.62
20.0,77.5,2022,11,24.76
20.0,78.125,2022,11,23.74
20.0,78.75,2022,11,23.51
20.0,79.375,2022,11,23.46
20.0,80.0,2022,11,22.83
20.0,80.625,2022,11,21.37
20.5,73.125,2022,11,27.42
20.5,73.75,2022,11,25.99
20.5,74.375,2022,11,26.08
20.5,75.0,2022,11,27.11
20.5,75.625,2022,11,25.59
20.5,76.25,2022,11,25.22
20.5,76.875,2022,11,24.87
20.5,77.5,2022,11,23.07
20.5,78.125,2022,11,22.96
20.5,78.75,2022,11,23.18
20.5,79.375,2022,11,22.98
20.5,80.0,2022,11,21.66
20.5,80.625,2022,11,20.28
21.0,73.125,2022,11,27.03
21.0,73.75,2022,11,26.67
21.0,74.375,2022,11,26.7
21.0,75.0,2022,11,27.45
21.0,75.625,2022,11,25.41
21.0,76.25,2022,11,24.54
21.0,76.875,2022,11,24.37
21.0,77.5,2022,11,23.23
21.0,78.125,2022,11,22.86
21.0,78.75,2022,11,22.85
21.0,79.375,2022,11,23.69
21.0,80.0,2022,11,23.05
21.0,80.625,2022,11,20.84
21.5,73.125,2022,11,26.37
21.5,73.75,2022,11,26.39
21.5,74.375,2022,11,26.44
21.5,75.0,2022,11,26.51
21.5,75.625,2022,11,24.0
21.5,76.25,2022,11,22.88
21.5,76.875,2022,11,23.69
21.5,77.5,2022,11,22.65
21.5,78.125,2022,11,21.89
21.5,78.75,2022,11,22.24
21.5,79.375,2022,11,23.26
21.5,80.0,2022,11,23.77
21.5,80.625,2022,11,22.22
22.0,73.125,2022,11,25.54
22.0,73.75,2022,11,26.01
22.0,74.375,2022,11,24.95
22.0,75.0,2022,11,24.99
22.0,75.625,2022,11,23.89
22.0,76.25,2022,11,23.28
22.0,76.875,2022,11,24.11
22.0,77.5,2022,11,23.49
22.0,78.125,2022,11,21.57
22.0,78.75,2022,11,21.22
22.0,79.375,2022,11,21.46
22.0,80.0,2022,11,22.29
22.0,80.625,2022,11,21.08
20.0,73.125,2022,12,27.59
20.0,73.75,2022,12,24.78
20.0,74.375,2022,12,25.77
20.0,75.0,2022,12,26.23
20.0,75.625,2022,12,25.15
20.0,76.25,2022,12,24.75
20.0,76.875,2022,12,24.29
20.0,77.5,2022,12,24.23
20.0,78.125,2022,12,24.89
20.0,78.75,2022,12,25.03
20.0,79.375,2022,12,24.82
20.0,80.0,2022,12,24.63
20.0,80.625,2022,12,22.77
20.5,73.125,2022,12,26.87
20.5,73.75,2022,12,25.1
20.5,74.375,2022,12,25.3
20.5,75.0,2022,12,26.18
20.5,75.625,2022,12,25.17
20.5,76.25,2022,12,24.38
20.5,76.875,2022,12,24.42
20.5,77.5,2022,12,24.34
20.5,78.125,2022,12,24.46
20.5,78.75,2022,12,24.53
20.5,79.375,2022,12,24.76
20.5,80.0,2022,12,24.33
20.5,80.625,2022,12,22.76
21.0,73.125,2022,12,26.26
21.0,73.75,2022,12,25.5
21.0,74.375,2022,12,25.57
21.0,75.0,2022,12,26.41
21.0,75.625,2022,12,25.16
21.0,76.25,2022,12,24.28
21.0,76.875,2022,12,24.78
21.0,77.5,2022,12,25.06
21.0,78.125,2022,12,24.74
21.0,78.75,2022,12,24.18
21.0,79.375,2022,12,24.52
21.0,80.0,2022,12,24.47
21.0,80.625,2022,12,23.49
21.5,73.125,2022,12,25.79
21.5,73.75,2022,12,25.32
21.5,74.375,2022,12,25.36
21.5,75.0,2022,12,25.71
21.5,75.625,2022,12,23.92
21.5,76.25,2022,12,22.92
21.5,76.875,2022,12,23.39
21.5,77.5,2022,12,23.5
21.5,78.125,2022,12,23.94
21.5,78.75,2022,12,24.09
21.5,79.375,2022,12,24.18
21.5,80.0,2022,12,24.27
21.5,80.625,2022,12,23.56
22.0,73.125,2022,12,24.99
22.0,73.75,2022,12,24.94
22.0,74.375,2022,12,23.91
22.0,75.0,2022,12,24.26
22.0,75.625,2022,12,23.31
22.0,76.25,2022,12,22.66
22.0,76.875,2022,12,22.91
22.0,77.5,2022,12,22.35
22.0,78.125,2022,12,22.18
22.0,78.75,2022,12,22.65
22.0,79.375,2022,12,22.94
22.0,80.0,2022,12,23.0
22.0,80.625,2022,12,22.4
20.0,73.125,2022,13,27.9
20.0,73.75,2022,13,24.79
20.0,74.375,2022,13,25.71
20.0,75.0,2022,13,25.84
20.0,75.625,2022,13,24.79
20.0,76.25,2022,13,24.32
20.0,76.875,2022,13,23.61
20.0,77.5,2022,13,23.45
20.0,78.125,2022,13,24.64
20.0,78.75,2022,13,25.91
20.0,79.375,2022,13,26.52
20.0,80.0,2022,13,26.65
20.0,80.625,2022,13,24.74
20.5,73.125,2022,13,28.04
20.5,73.75,2022,13,25.4
20.5,74.375,2022,13,25.61
20.5,75.0,2022,13,26.37
20.5,75.625,2022,13,25.39
