-BEGIN HEADER- 
NASA/POWER Source Native Resolution Daily Data  
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST 
Location: Regional  
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters 
The value for missing source data that cannot be computed or is outside of the sources availability range: -999  
parameter(s):  
RH2M     MERRA-2 Relative Humidity at 2 Meters (%)  
-END HEADER- 
LAT,LON,YEAR,DOY,RH2M
22.0,78.75,2020,108,20.26
22.0,79.375,2020,108,19.91
22.0,80.0,2020,108,20.42
22.0,80.625,2020,108,22.85
20.0,73.125,2020,109,47.13
20.0,73.75,2020,109,32.85
20.0,74.375,2020,109,26.12
20.0,75.0,2020,109,24.63
20.0,75.625,2020,109,23.26
20.0,76.25,2020,109,22.02
20.0,76.875,2020,109,21.62
20.0,77.5,2020,109,20.73
20.0,78.125,2020,109,19.81
20.0,78.75,2020,109,21.27
20.0,79.375,2020,109,23.8
20.0,80.0,2020,109,27.92
20.0,80.625,2020,109,31.38
20.5,73.125,2020,109,48.26
20.5,73.75,2020,109,33.94
20.5,74.375,2020,109,26.47
20.5,75.0,2020,109,24.66
20.5,75.625,2020,109,23.37
20.5,76.25,2020,109,22.24
20.5,76.875,2020,109,21.54
20.5,77.5,2020,109,20.96
20.5,78.125,2020,109,20.36
20.5,78.75,2020,109,20.14
20.5,79.375,2020,109,21.14
20.5,80.0,2020,109,24.51
20.5,80.625,2020,109,28.78
21.0,73.125,2020,109,44.73
21.0,73.75,2020,109,35.93
21.0,74.375,2020,109,28.06
21.0,75.0,2020,109,24.53
21.0,75.625,2020,109,22.65
21.0,76.25,2020,109,21.38
21.0,76.875,2020,109,21.2
21.0,77.5,2020,109,20.91
21.0,78.125,2020,109,20.63
21.0,78.75,2020,109,20.61
21.0,79.375,2020,109,20.42
21.0,80.0,2020,109,21.51
21.0,80.625,2020,109,25.45
21.5,73.125,2020,109,38.24
21.5,73.75,2020,109,35.61
21.5,74.375,2020,109,29.91
21.5,75.0,2020,109,25.08
21.5,75.625,2020,109,22.85
21.5,76.25,2020,109,21.84
21.5,76.875,2020,109,22.6
21.5,77.5,2020,109,22.87
21.5,78.125,2020,109,22.21
21.5,78.75,2020,109,21.74
21.5,79.375,2020,109,21.69
21.5,80.0,2020,109,21.24
21.5,80.625,2020,109,24.16
22.0,73.125,2020,109,31.13
22.0,73.75,2020,109,32.17
22.0,74.375,2020,109,29.65
22.0,75.0,2020,109,24.97
22.0,75.625,2020,109,22.39
22.0,76.25,2020,109,21.79
22.0,76.875,2020,109,22.78
22.0,77.5,2020,109,23.73
22.0,78.125,2020,109,25.19
22.0,78.75,2020,109,24.42
22.0,79.375,2020,109,23.67
22.0,80.0,2020,109,23.26
22.0,80.625,2020,109,24.33
20.0,73.125,2020,110,44.48
20.0,73.75,2020,110,34.54
20.0,74.375,2020,110,26.79
20.0,75.0,2020,110,23.87
20.0,75.625,2020,110,22.46
20.0,76.25,2020,110,21.15
20.0,76.875,2020,110,21.47
20.0,77.5,2020,110,22.16
20.0,78.125,2020,110,26.72
20.0,78.75,2020,110,28.11
20.0,79.375,2020,110,28.17
20.0,80.0,2020,110,30.46
20.0,80.625,2020,110,33.52
20.5,73.125,2020,110,45.81
20.5,73.75,2020,110,36.05
20.5,74.375,2020,110,28.71
20.5,75.0,2020,110,24.46
20.5,75.625,2020,110,22.95
20.5,76.25,2020,110,21.78
20.5,76.875,2020,110,20.99
20.5,77.5,2020,110,21.05
20.5,78.125,2020,110,23.73
20.5,78.75,2020,110,26.88
20.5,79.375,2020,110,27.78
20.5,80.0,2020,110,28.74
20.5,80.625,2020,110,30.76
21.0,73.125,2020,110,43.52
21.0,73.75,2020,110,37.4
21.0,74.375,2020,110,30.35
21.0,75.0,2020,110,24.77
21.0,75.625,2020,110,22.7
21.0,76.25,2020,110,21.56
21.0,76.875,2020,110,21.03
21.0,77.5,2020,110,21.24
21.0,78.125,2020,110,22.03
21.0,78.75,2020,110,24.84
21.0,79.375,2020,110,26.92
21.0,80.0,2020,110,27.2
21.0,80.625,2020,110,28.25
21.5,73.125,2020,110,36.49
21.5,73.75,2020,110,36.01
21.5,74.375,2020,110,30.75
21.5,75.0,2020,110,25.57
21.5,75.625,2020,110,23.37
21.5,76.25,2020,110,22.41
21.5,76.875,2020,110,22.7
21.5,77.5,2020,110,23.48
21.5,78.125,2020,110,23.79
21.5,78.75,2020,110,23.94
21.5,79.375,2020,110,26.01
21.5,80.0,2020,110,26.05
21.5,80.625,2020,110,27.92
22.0,73.125,2020,110,29.7
22.0,73.75,2020,110,31.16
22.0,74.375,2020,110,29.27
22.0,75.0,2020,110,25.26
22.0,75.625,2020,110,23.01
22.0,76.25,2020,110,22.39
22.0,76.875,2020,110,22.92
22.0,77.5,2020,110,23.95
22.0,78.125,2020,110,25.44
22.0,78.75,2020,110,25.64
22.0,79.375,2020,110,26.9
22.0,80.0,2020,110,26.89
22.0,80.625,2020,110,27.43
20.0,73.125,2020,111,40.53
20.0,73.75,2020,111,29.9
20.0,74.375,2020,111,25.47
20.0,75.0,2020,111,23.7
20.0,75.625,2020,111,22.91
20.0,76.25,2020,111,21.82
20.0,76.875,2020,111,21.27
20.0,77.5,2020,111,21.08
20.0,78.125,2020,111,23.61
20.0,78.75,2020,111,25.22
20.0,79.375,2020,111,26.21
20.0,80.0,2020,111,28.43
20.0,80.625,2020,111,31.65
20.5,73.125,2020,111,42.99
20.5,73.75,2020,111,32.47
20.5,74.375,2020,111,27.26
20.5,75.0,2020,111,23.97
20.5,75.625,2020,111,23.1
20.5,76.25,2020,111,22.47
20.5,76.875,2020,111,21.7
20.5,77.5,2020,111,20.61
20.5,78.125,2020,111,20.19
20.5,78.75,2020,111,23.2
20.5,79.375,2020,111,25.27
20.5,80.0,2020,111,26.76
20.5,80.625,2020,111,29.37
21.0,73.125,2020,111,40.02
21.0,73.75,2020,111,34.33
21.0,74.375,2020,111,28.62
21.0,75.0,2020,111,24.46
21.0,75.625,2020,111,22.98
21.0,76.25,2020,111,22.12
21.0,76.875,2020,111,21.79
21.0,77.5,2020,111,21.54
21.0,78.125,2020,111,20.53
21.0,78.75,2020,111,21.21
21.0,79.375,2020,111,24.0
21.0,80.0,2020,111,26.08
21.0,80.625,2020,111,27.86
21.5,73.125,2020,111,34.17
21.5,73.75,2020,111,32.74
21.5,74.375,2020,111,28.96
21.5,75.0,2020,111,25.29
21.5,75.625,2020,111,23.62
21.5,76.25,2020,111,22.64
21.5,76.875,2020,111,22.88
21.5,77.5,2020,111,23.28
21.5,78.125,2020,111,22.55
21.5,78.75,2020,111,22.18
21.5,79.375,2020,111,23.28
21.5,80.0,2020,111,24.89
21.5,80.625,2020,111,27.98
22.0,73.125,2020,111,31.11
22.0,73.75,2020,111,29.1
22.0,74.375,2020,111,27.69
22.0,75.0,2020,111,24.89
22.0,75.625,2020,111,23.21
22.0,76.25,2020,111,22.41
22.0,76.875,2020,111,22.7
22.0,77.5,2020,111,23.52
22.0,78.125,2020,111,24.71
22.0,78.75,2020,111,24.52
22.0,79.375,2020,111,24.52
22.0,80.0,2020,111,25.34
22.0,80.625,2020,111,28.09
20.0,73.125,2020,112,44.77
20.0,73.75,2020,112,29.27
20.0,74.375,2020,112,23.23
20.0,75.0,2020,112,21.6
20.0,75.625,2020,112,20.34
20.0,76.25,2020,112,18.61
20.0,76.875,2020,112,18.31
20.0,77.5,2020,112,18.7
20.0,78.125,2020,112,19.44
20.0,78.75,2020,112,20.97
20.0,79.375,2020,112,22.26
20.0,80.0,2020,112,25.55
20.0,80.625,2020,112,30.55
20.5,73.125,2020,112,49.33
20.5,73.75,2020,112,34.71
20.5,74.375,2020,112,25.79
20.5,75.0,2020,112,22.89
20.5,75.625,2020,112,21.61
20.5,76.25,2020,112,19.92
20.5,76.875,2020,112,18.93
20.5,77.5,2020,112,18.85
20.5,78.125,2020,112,18.73
20.5,78.75,2020,112,19.75
20.5,79.375,2020,112,20.84
20.5,80.0,2020,112,23.23
20.5,80.625,2020,112,27.71
21.0,73.125,2020,112,45.89
21.0,73.75,2020,112,38.61
21.0,74.375,2020,112,29.13
21.0,75.0,2020,112,24.31
21.0,75.625,2020,112,22.06
21.0,76.25,2020,112,20.21
21.0,76.875,2020,112,19.74
21.0,77.5,2020,112,19.56
21.0,78.125,2020,112,19.3
21.0,78.75,2020,112,19.46
21.0,79.375,2020,112,20.62
21.0,80.0,2020,112,22.91
21.0,80.625,2020,112,26.42
21.5,73.125,2020,112,38.57
21.5,73.75,2020,112,37.69
21.5,74.375,2020,112,31.34
21.5,75.0,2020,112,26.07
21.5,75.625,2020,112,23.16
21.5,76.25,2020,112,21.41
21.5,76.875,2020,112,21.56
21.5,77.5,2020,112,21.74
21.5,78.125,2020,112,21.18
21.5,78.75,2020,112,20.83
21.5,79.375,2020,112,21.03
21.5,80.0,2020,112,21.88
21.5,80.625,2020,112,25.57
22.0,73.125,2020,112,34.11
22.0,73.75,2020,112,33.88
22.0,74.375,2020,112,30.94
22.0,75.0,2020,112,26.16
22.0,75.625,2020,112,23.41
22.0,76.25,2020,112,22.17
22.0,76.875,2020,112,22.09
22.0,77.5,2020,112,23.26
22.0,78.125,2020,112,24.45
22.0,78.75,2020,112,23.25
22.0,79.375,2020,112,22.35
22.0,80.0,2020,112,22.34
22.0,80.625,2020,112,24.27
20.0,73.125,2020,113,49.72
20.0,73.75,2020,113,37.93
20.0,74.375,2020,113,27.61
20.0,75.0,2020,113,24.69
20.0,75.625,2020,113,23.47
20.0,76.25,2020,113,22.26
20.0,76.875,2020,113,21.5
20.0,77.5,2020,113,21.0
20.0,78.125,2020,113,21.22
20.0,78.75,2020,113,21.74
20.0,79.375,2020,113,24.73
20.0,80.0,2020,113,28.45
20.0,80.625,2020,113,32.49
20.5,73.125,2020,113,50.91
20.5,73.75,2020,113,38.2
20.5,74.375,2020,113,28.75
20.5,75.0,2020,113,25.12
20.5,75.625,2020,113,23.91
20.5,76.25,2020,113,22.84
20.5,76.875,2020,113,21.31
20.5,77.5,2020,113,20.82
20.5,78.125,2020,113,21.41
20.5,78.75,2020,113,21.76
20.5,79.375,2020,113,23.3
20.5,80.0,2020,113,25.52
20.5,80.625,2020,113,28.72
21.0,73.125,2020,113,47.56
21.0,73.75,2020,113,38.76
21.0,74.375,2020,113,29.84
21.0,75.0,2020,113,25.08
21.0,75.625,2020,113,23.72
21.0,76.25,2020,113,22.27
21.0,76.875,2020,113,21.05
21.0,77.5,2020,113,21.06
21.0,78.125,2020,113,21.08
21.0,78.75,2020,113,21.79
21.0,79.375,2020,113,22.88
21.0,80.0,2020,113,24.18
21.0,80.625,2020,113,26.35
21.5,73.125,2020,113,42.66
21.5,73.75,2020,113,37.68
21.5,74.375,2020,113,29.87
21.5,75.0,2020,113,25.51
21.5,75.625,2020,113,24.17
21.5,76.25,2020,113,22.39
21.5,76.875,2020,113,21.76
21.5,77.5,2020,113,22.33
21.5,78.125,2020,113,21.7
21.5,78.75,2020,113,22.2
21.5,79.375,2020,113,23.2
21.5,80.0,2020,113,23.46
21.5,80.625,2020,113,26.07
22.0,73.125,2020,113,37.61
22.0,73.75,2020,113,34.37
22.0,74.375,2020,113,29.19
22.0,75.0,2020,113,24.94
22.0,75.625,2020,113,22.78
22.0,76.25,2020,113,21.14
22.0,76.875,2020,113,20.93
22.0,77.5,2020,113,21.88
22.0,78.125,2020,113,23.02
22.0,78.75,2020,113,23.0
22.0,79.375,2020,113,24.18
22.0,80.0,2020,113,24.55
22.0,80.625,2020,113,26.45
20.0,73.125,2020,114,51.25
20.0,73.75,2020,114,40.37
20.0,74.375,2020,114,31.01
20.0,75.0,2020,114,27.46
20.0,75.625,2020,114,25.58
20.0,76.25,2020,114,23.53
20.0,76.875,2020,114,22.05
20.0,77.5,2020,114,20.44
20.0,78.125,2020,114,22.37
20.0,78.75,2020,114,25.37
20.0,79.375,2020,114,28.11
20.0,80.0,2020,114,30.93
20.0,80.625,2020,114,34.03
20.5,73.125,2020,114,51.97
20.5,73.75,2020,114,40.19
20.5,74.375,2020,114,31.8
20.5,75.0,2020,114,27.74
20.5,75.625,2020,114,26.3
20.5,76.25,2020,114,24.65
20.5,76.875,2020,114,22.6
20.5,77.5,2020,114,20.66
20.5,78.125,2020,114,20.99
20.5,78.75,2020,114,23.58
20.5,79.375,2020,114,26.07
20.5,80.0,2020,114,28.04
20.5,80.625,2020,114,31.01
21.0,73.125,2020,114,47.57
21.0,73.75,2020,114,39.9
21.0,74.375,2020,114,32.61
21.0,75.0,2020,114,27.69
21.0,75.625,2020,114,25.8
21.0,76.25,2020,114,24.09
21.0,76.875,2020,114,22.66
21.0,77.5,2020,114,21.29
21.0,78.125,2020,114,20.3
21.0,78.75,2020,114,22.21
21.0,79.375,2020,114,24.55
21.0,80.0,2020,114,26.61
21.0,80.625,2020,114,29.18
21.5,73.125,2020,114,40.18
21.5,73.75,2020,114,37.3
21.5,74.375,2020,114,32.1
21.5,75.0,2020,114,27.61
21.5,75.625,2020,114,25.67
21.5,76.25,2020,114,24.32
21.5,76.875,2020,114,23.59
21.5,77.5,2020,114,22.73
21.5,78.125,2020,114,20.85
21.5,78.75,2020,114,21.98
21.5,79.375,2020,114,24.1
21.5,80.0,2020,114,25.47
21.5,80.625,2020,114,28.83
22.0,73.125,2020,114,33.88
22.0,73.75,2020,114,33.45
22.0,74.375,2020,114,30.61
22.0,75.0,2020,114,26.7
22.0,75.625,2020,114,24.67
22.0,76.25,2020,114,23.47
22.0,76.875,2020,114,22.56
22.0,77.5,2020,114,22.15
22.0,78.125,2020,114,22.28
22.0,78.75,2020,114,22.06
22.0,79.375,2020,114,23.24
22.0,80.0,2020,114,24.96
22.0,80.625,2020,114,27.94
20.0,73.125,2020,115,55.61
20.0,73.75,2020,115,48.16
20.0,74.375,2020,115,36.78
20.0,75.0,2020,115,29.93
20.0,75.625,2020,115,26.29
20.0,76.25,2020,115,23.66
20.0,76.875,2020,115,22.52
20.0,77.5,2020,115,21.66
20.0,78.125,2020,115,21.47
20.0,78.75,2020,115,22.15
20.0,79.375,2020,115,25.64
20.0,80.0,2020,115,32.01
20.0,80.625,2020,115,36.43
20.5,73.125,2020,115,55.64
20.5,73.75,2020,115,47.29
20.5,74.375,2020,115,37.18
20.5,75.0,2020,115,30.48
20.5,75.625,2020,115,27.19
20.5,76.25,2020,115,24.85
20.5,76.875,2020,115,22.97
20.5,77.5,2020,115,21.97
20.5,78.125,2020,115,21.61
20.5,78.75,2020,115,22.08
20.5,79.375,2020,115,23.54
20.5,80.0,2020,115,27.86
20.5,80.625,2020,115,33.16
21.0,73.125,2020,115,52.32
21.0,73.75,2020,115,45.68
21.0,74.375,2020,115,37.51
21.0,75.0,2020,115,30.9
21.0,75.625,2020,115,27.78
21.0,76.25,2020,115,24.94
21.0,76.875,2020,115,23.16
21.0,77.5,2020,115,22.26
21.0,78.125,2020,115,21.86
21.0,78.75,2020,115,22.25
21.0,79.375,2020,115,23.26
21.0,80.0,2020,115,25.04
21.0,80.625,2020,115,28.68
21.5,73.125,2020,115,46.44
21.5,73.75,2020,115,43.41
21.5,74.375,2020,115,37.15
21.5,75.0,2020,115,31.57
21.5,75.625,2020,115,28.62
21.5,76.25,2020,115,25.61
21.5,76.875,2020,115,24.46
21.5,77.5,2020,115,24.24
21.5,78.125,2020,115,23.25
21.5,78.75,2020,115,22.97
21.5,79.375,2020,115,23.48
21.5,80.0,2020,115,23.46
21.5,80.625,2020,115,26.55
22.0,73.125,2020,115,39.04
22.0,73.75,2020,115,39.73
22.0,74.375,2020,115,36.28
22.0,75.0,2020,115,31.15
22.0,75.625,2020,115,27.66
22.0,76.25,2020,115,25.12
22.0,76.875,2020,115,24.48
22.0,77.5,2020,115,25.16
22.0,78.125,2020,115,25.95
22.0,78.75,2020,115,24.94
22.0,79.375,2020,115,23.75
22.0,80.0,2020,115,23.27
22.0,80.625,2020,115,26.67
20.0,73.125,2020,116,53.98
20.0,73.75,2020,116,50.43
20.0,74.375,2020,116,41.54
20.0,75.0,2020,116,34.74
20.0,75.625,2020,116,29.88
20.0,76.25,2020,116,26.07
20.0,76.875,2020,116,24.33
20.0,77.5,2020,116,23.09
20.0,78.125,2020,116,21.76
20.0,78.75,2020,116,20.96
20.0,79.375,2020,116,22.51
20.0,80.0,2020,116,27.43
20.0,80.625,2020,116,33.41
20.5,73.125,2020,116,55.01
20.5,73.75,2020,116,50.22
20.5,74.375,2020,116,41.66
20.5,75.0,2020,116,34.38
20.5,75.625,2020,116,30.29
20.5,76.25,2020,116,27.08
20.5,76.875,2020,116,24.63
20.5,77.5,2020,116,23.29
20.5,78.125,2020,116,22.12
20.5,78.75,2020,116,21.0
20.5,79.375,2020,116,21.21
20.5,80.0,2020,116,24.32
20.5,80.625,2020,116,28.99
21.0,73.125,2020,116,52.77
21.0,73.75,2020,116,48.27
21.0,74.375,2020,116,41.08
21.0,75.0,2020,116,33.81
21.0,75.625,2020,116,30.25
21.0,76.25,2020,116,26.87
21.0,76.875,2020,116,24.58
21.0,77.5,2020,116,23.66
21.0,78.125,2020,116,22.66
21.0,78.75,2020,116,22.03
21.0,79.375,2020,116,21.79
21.0,80.0,2020,116,22.82
21.0,80.625,2020,116,25.93
21.5,73.125,2020,116,47.33
21.5,73.75,2020,116,45.15
21.5,74.375,2020,116,39.49
21.5,75.0,2020,116,33.69
21.5,75.625,2020,116,30.37
21.5,76.25,2020,116,26.76
21.5,76.875,2020,116,25.42
21.5,77.5,2020,116,25.59
21.5,78.125,2020,116,24.12
21.5,78.75,2020,116,23.29
21.5,79.375,2020,116,23.28
21.5,80.0,2020,116,22.68
21.5,80.625,2020,116,24.96
22.0,73.125,2020,116,39.95
22.0,73.75,2020,116,40.67
22.0,74.375,2020,116,37.79
22.0,75.0,2020,116,32.68
22.0,75.625,2020,116,28.59
22.0,76.25,2020,116,25.4
22.0,76.875,2020,116,24.71
22.0,77.5,2020,116,25.52
22.0,78.125,2020,116,26.09
22.0,78.75,2020,116,25.48
22.0,79.375,2020,116,24.83
22.0,80.0,2020,116,23.92
22.0,80.625,2020,116,26.52
20.0,73.125,2020,117,53.29
20.0,73.75,2020,117,47.67
20.0,74.375,2020,117,36.61
20.0,75.0,2020,117,31.02
20.0,75.625,2020,117,27.35
20.0,76.25,2020,117,24.59
20.0,76.875,2020,117,23.15
20.0,77.5,2020,117,20.93
20.0,78.125,2020,117,20.0
20.0,78.75,2020,117,21.94
20.0,79.375,2020,117,31.76
20.0,80.0,2020,117,42.33
20.0,80.625,2020,117,51.39
20.5,73.125,2020,117,55.31
20.5,73.75,2020,117,48.99
20.5,74.375,2020,117,38.09
20.5,75.0,2020,117,32.15
20.5,75.625,2020,117,29.41
20.5,76.25,2020,117,26.88
20.5,76.875,2020,117,24.06
20.5,77.5,2020,117,21.38
20.5,78.125,2020,117,20.08
20.5,78.75,2020,117,20.05
20.5,79.375,2020,117,23.96
20.5,80.0,2020,117,33.71
20.5,80.625,2020,117,43.32
21.0,73.125,2020,117,53.28
21.0,73.75,2020,117,48.26
21.0,74.375,2020,117,38.87
21.0,75.0,2020,117,32.67
21.0,75.625,2020,117,30.2
21.0,76.25,2020,117,27.1
21.0,76.875,2020,117,24.17
21.0,77.5,2020,117,21.7
21.0,78.125,2020,117,20.38
21.0,78.75,2020,117,20.26
21.0,79.375,2020,117,21.31
21.0,80.0,2020,117,26.52
21.0,80.625,2020,117,35.85
21.5,73.125,2020,117,48.72
21.5,73.75,2020,117,46.01
21.5,74.375,2020,117,39.29
21.5,75.0,2020,117,34.03
21.5,75.625,2020,117,31.36
21.5,76.25,2020,117,27.68
21.5,76.875,2020,117,25.05
21.5,77.5,2020,117,23.08
21.5,78.125,2020,117,21.25
21.5,78.75,2020,117,20.56
21.5,79.375,2020,117,21.04
21.5,80.0,2020,117,22.3
21.5,80.625,2020,117,28.89
22.0,73.125,2020,117,42.22
22.0,73.75,2020,117,42.11
22.0,74.375,2020,117,39.13
22.0,75.0,2020,117,34.31
22.0,75.625,2020,117,30.5
22.0,76.25,2020,117,26.75
22.0,76.875,2020,117,24.32
22.0,77.5,2020,117,22.86
22.0,78.125,2020,117,22.93
22.0,78.75,2020,117,21.73
22.0,79.375,2020,117,21.09
22.0,80.0,2020,117,21.43
22.0,80.625,2020,117,26.5
20.0,73.125,2020,118,55.55
20.0,73.75,2020,118,47.42
20.0,74.375,2020,118,35.31
20.0,75.0,2020,118,31.08
20.0,75.625,2020,118,27.75
20.0,76.25,2020,118,24.18
20.0,76.875,2020,118,22.55
20.0,77.5,2020,118,21.6
20.0,78.125,2020,118,26.36
20.0,78.75,2020,118,36.13
20.0,79.375,2020,118,40.93
20.0,80.0,2020,118,47.09
20.0,80.625,2020,118,58.08
20.5,73.125,2020,118,56.57
20.5,73.75,2020,118,48.25
20.5,74.375,2020,118,36.88
20.5,75.0,2020,118,30.87
20.5,75.625,2020,118,26.93
20.5,76.25,2020,118,23.79
20.5,76.875,2020,118,22.0
20.5,77.5,2020,118,21.17
20.5,78.125,2020,118,23.33
20.5,78.75,2020,118,32.18
20.5,79.375,2020,118,38.94
20.5,80.0,2020,118,44.07
20.5,80.625,2020,118,52.72
21.0,73.125,2020,118,51.86
21.0,73.75,2020,118,47.28
21.0,74.375,2020,118,37.95
21.0,75.0,2020,118,29.4
21.0,75.625,2020,118,24.44
21.0,76.25,2020,118,22.24
21.0,76.875,2020,118,21.77
21.0,77.5,2020,118,21.61
21.0,78.125,2020,118,21.84
21.0,78.75,2020,118,27.42
21.0,79.375,2020,118,35.64
21.0,80.0,2020,118,40.38
21.0,80.625,2020,118,48.05
21.5,73.125,2020,118,43.71
21.5,73.75,2020,118,42.99
21.5,74.375,2020,118,37.37
21.5,75.0,2020,118,29.02
21.5,75.625,2020,118,23.92
21.5,76.25,2020,118,22.65
21.5,76.875,2020,118,22.81
21.5,77.5,2020,118,23.63
21.5,78.125,2020,118,23.33
21.5,78.75,2020,118,24.81
21.5,79.375,2020,118,32.52
21.5,80.0,2020,118,37.83
21.5,80.625,2020,118,47.16
22.0,73.125,2020,118,36.96
22.0,73.75,2020,118,38.15
22.0,74.375,2020,118,35.72
22.0,75.0,2020,118,28.49
22.0,75.625,2020,118,23.83
22.0,76.25,2020,118,22.76
22.0,76.875,2020,118,22.51
22.0,77.5,2020,118,23.25
22.0,78.125,2020,118,25.58
22.0,78.75,2020,118,25.09
22.0,79.375,2020,118,28.96
22.0,80.0,2020,118,34.24
22.0,80.625,2020,118,47.32
20.0,73.125,2020,119,51.48
20.0,73.75,2020,119,41.04
20.0,74.375,2020,119,32.77
20.0,75.0,2020,119,27.32
20.0,75.625,2020,119,22.75
20.0,76.25,2020,119,21.97
20.0,76.875,2020,119,25.89
20.0,77.5,2020,119,30.04
20.0,78.125,2020,119,33.11
20.0,78.75,2020,119,34.42
20.0,79.375,2020,119,36.67
20.0,80.0,2020,119,42.21
20.0,80.625,2020,119,47.88
20.5,73.125,2020,119,49.25
20.5,73.75,2020,119,40.96
20.5,74.375,2020,119,34.45
20.5,75.0,2020,119,28.09
20.5,75.625,2020,119,22.97
20.5,76.25,2020,119,21.78
20.5,76.875,2020,119,24.13
20.5,77.5,2020,119,28.21
20.5,78.125,2020,119,31.15
20.5,78.75,2020,119,32.94
20.5,79.375,2020,119,35.18
20.5,80.0,2020,119,39.31
20.5,80.625,2020,119,42.9
21.0,73.125,2020,119,42.8
21.0,73.75,2020,119,40.03
21.0,74.375,2020,119,34.37
21.0,75.0,2020,119,26.09
21.0,75.625,2020,119,21.61
21.0,76.25,2020,119,20.74
21.0,76.875,2020,119,22.97
21.0,77.5,2020,119,27.11
21.0,78.125,2020,119,29.76
21.0,78.75,2020,119,32.69
21.0,79.375,2020,119,35.18
21.0,80.0,2020,119,36.76
21.0,80.625,2020,119,41.03
21.5,73.125,2020,119,38.7
21.5,73.75,2020,119,38.54
21.5,74.375,2020,119,33.07
21.5,75.0,2020,119,24.42
21.5,75.625,2020,119,21.33
21.5,76.25,2020,119,20.88
21.5,76.875,2020,119,23.13
21.5,77.5,2020,119,27.51
21.5,78.125,2020,119,29.29
21.5,78.75,2020,119,32.96
21.5,79.375,2020,119,35.8
21.5,80.0,2020,119,35.19
21.5,80.625,2020,119,41.54
22.0,73.125,2020,119,35.21
22.0,73.75,2020,119,36.5
22.0,74.375,2020,119,31.42
22.0,75.0,2020,119,23.48
22.0,75.625,2020,119,20.67
22.0,76.25,2020,119,20.45
22.0,76.875,2020,119,22.01
22.0,77.5,2020,119,25.73
22.0,78.125,2020,119,28.91
22.0,78.75,2020,119,33.28
22.0,79.375,2020,119,37.24
22.0,80.0,2020,119,37.28
22.0,80.625,2020,119,45.12
20.0,73.125,2020,120,43.59
20.0,73.75,2020,120,24.96
20.0,74.375,2020,120,20.31
20.0,75.0,2020,120,20.93
20.0,75.625,2020,120,22.82
20.0,76.25,2020,120,24.61
20.0,76.875,2020,120,25.32
20.0,77.5,2020,120,27.1
20.0,78.125,2020,120,27.37
20.0,78.75,2020,120,30.07
20.0,79.375,2020,120,32.6
20.0,80.0,2020,120,35.91
20.0,80.625,2020,120,39.11
20.5,73.125,2020,120,42.66
20.5,73.75,2020,120,24.25
20.5,74.375,2020,120,19.65
20.5,75.0,2020,120,18.39
20.5,75.625,2020,120,19.69
20.5,76.25,2020,120,22.59
20.5,76.875,2020,120,23.29
20.5,77.5,2020,120,25.78
20.5,78.125,2020,120,26.25
20.5,78.75,2020,120,31.17
20.5,79.375,2020,120,33.34
20.5,80.0,2020,120,33.47
20.5,80.625,2020,120,34.73
21.0,73.125,2020,120,34.06
21.0,73.75,2020,120,22.3
21.0,74.375,2020,120,18.43
21.0,75.0,2020,120,16.85
21.0,75.625,2020,120,17.13
21.0,76.25,2020,120,19.4
21.0,76.875,2020,120,21.71
21.0,77.5,2020,120,24.46
21.0,78.125,2020,120,25.08
21.0,78.75,2020,120,31.75
21.0,79.375,2020,120,33.97
21.0,80.0,2020,120,32.51
21.0,80.625,2020,120,33.94
21.5,73.125,2020,120,24.86
21.5,73.75,2020,120,19.93
21.5,74.375,2020,120,17.87
21.5,75.0,2020,120,17.08
21.5,75.625,2020,120,17.23
21.5,76.25,2020,120,18.09
21.5,76.875,2020,120,20.79
21.5,77.5,2020,120,24.18
21.5,78.125,2020,120,25.38
21.5,78.75,2020,120,30.28
21.5,79.375,2020,120,33.39
21.5,80.0,2020,120,31.94
21.5,80.625,2020,120,36.27
22.0,73.125,2020,120,21.42
22.0,73.75,2020,120,18.77
22.0,74.375,2020,120,18.27
22.0,75.0,2020,120,17.78
22.0,75.625,2020,120,17.55
22.0,76.25,2020,120,17.98
22.0,76.875,2020,120,19.57
22.0,77.5,2020,120,22.8
22.0,78.125,2020,120,26.36
22.0,78.75,2020,120,30.22
22.0,79.375,2020,120,33.62
22.0,80.0,2020,120,33.39
22.0,80.625,2020,120,39.41
20.0,73.125,2020,121,55.26
20.0,73.75,2020,121,43.32
20.0,74.375,2020,121,26.32
20.0,75.0,2020,121,19.32
20.0,75.625,2020,121,17.19
20.0,76.25,2020,121,16.62
20.0,76.875,2020,121,18.4
20.0,77.5,2020,121,22.73
20.0,78.125,2020,121,23.99
20.0,78.75,2020,121,27.06
20.0,79.375,2020,121,28.99
20.0,80.0,2020,121,31.96
20.0,80.625,2020,121,38.03
20.5,73.125,2020,121,55.74
20.5,73.75,2020,121,42.35
20.5,74.375,2020,121,27.02
20.5,75.0,2020,121,19.41
20.5,75.625,2020,121,16.85
20.5,76.25,2020,121,15.83
20.5,76.875,2020,121,16.33
20.5,77.5,2020,121,22.48
20.5,78.125,2020,121,24.13
20.5,78.75,2020,121,29.1
20.5,79.375,2020,121,30.4
20.5,80.0,2020,121,30.43
20.5,80.625,2020,121,32.92
21.0,73.125,2020,121,50.51
