-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,DOY,WS10M_MAX
22.0,73.125,2023,1,3.98
22.0,73.75,2023,1,4.95
22.0,74.375,2023,1,4.56
22.0,75.0,2023,1,4.6
22.0,75.625,2023,1,4.86
22.0,76.25,2023,1,4.71
22.0,76.875,2023,1,4.99
22.0,77.5,2023,1,4.71
22.0,78.125,2023,1,4.69
22.0,78.75,2023,1,5.06
22.0,79.375,2023,1,4.85
22.0,80.0,2023,1,4.34
22.0,80.625,2023,1,4.1
20.0,73.125,2023,2,6.2
20.0,73.75,2023,2,5.94
20.0,74.375,2023,2,3.57
20.0,75.0,2023,2,3.61
20.0,75.625,2023,2,3.53
20.0,76.25,2023,2,3.34
20.0,76.875,2023,2,3.15
20.0,77.5,2023,2,3.21
20.0,78.125,2023,2,3.12
20.0,78.75,2023,2,3.21
20.0,79.375,2023,2,3.37
20.0,80.0,2023,2,3.23
20.0,80.625,2023,2,2.79
20.5,73.125,2023,2,5.71
20.5,73.75,2023,2,5.99
20.5,74.375,2023,2,4.0
20.5,75.0,2023,2,3.67
20.5,75.625,2023,2,3.53
20.5,76.25,2023,2,3.4
20.5,76.875,2023,2,3.02
20.5,77.5,2023,2,3.34
20.5,78.125,2023,2,3.61
20.5,78.75,2023,2,3.95
20.5,79.375,2023,2,4.13
20.5,80.0,2023,2,4.44
20.5,80.625,2023,2,4.26
21.0,73.125,2023,2,5.29
21.0,73.75,2023,2,6.05
21.0,74.375,2023,2,4.52
21.0,75.0,2023,2,3.91
21.0,75.625,2023,2,3.82
21.0,76.25,2023,2,3.88
21.0,76.875,2023,2,3.81
21.0,77.5,2023,2,4.17
21.0,78.125,2023,2,4.55
21.0,78.75,2023,2,4.59
21.0,79.375,2023,2,4.28
21.0,80.0,2023,2,4.11
21.0,80.625,2023,2,4.19
21.5,73.125,2023,2,5.1
21.5,73.75,2023,2,5.73
21.5,74.375,2023,2,4.98
21.5,75.0,2023,2,4.51
21.5,75.625,2023,2,4.41
21.5,76.25,2023,2,4.43
21.5,76.875,2023,2,4.83
21.5,77.5,2023,2,4.4
21.5,78.125,2023,2,4.76
21.5,78.75,2023,2,5.06
21.5,79.375,2023,2,4.73
21.5,80.0,2023,2,3.86
21.5,80.625,2023,2,3.34
22.0,73.125,2023,2,4.49
22.0,73.75,2023,2,5.26
22.0,74.375,2023,2,5.12
22.0,75.0,2023,2,5.07
22.0,75.625,2023,2,4.93
22.0,76.25,2023,2,4.33
22.0,76.875,2023,2,4.74
22.0,77.5,2023,2,5.15
22.0,78.125,2023,2,4.49
22.0,78.75,2023,2,4.73
22.0,79.375,2023,2,4.46
22.0,80.0,2023,2,3.86
22.0,80.625,2023,2,3.78
20.0,73.125,2023,3,6.38
20.0,73.75,2023,3,5.67
20.0,74.375,2023,3,3.16
20.0,75.0,2023,3,3.1
20.0,75.625,2023,3,3.05
20.0,76.25,2023,3,3.04
20.0,76.875,2023,3,2.77
20.0,77.5,2023,3,2.55
20.0,78.125,2023,3,2.7
20.0,78.75,2023,3,2.79
20.0,79.375,2023,3,2.92
20.0,80.0,2023,3,2.91
20.0,80.625,2023,3,2.79
20.5,73.125,2023,3,5.73
20.5,73.75,2023,3,5.79
20.5,74.375,2023,3,3.34
20.5,75.0,2023,3,3.7
20.5,75.625,2023,3,3.53
20.5,76.25,2023,3,3.35
20.5,76.875,2023,3,3.03
20.5,77.5,2023,3,3.0
20.5,78.125,2023,3,3.24
20.5,78.75,2023,3,3.7
20.5,79.375,2023,3,3.14
20.5,80.0,2023,3,3.82
20.5,80.625,2023,3,4.0
21.0,73.125,2023,3,5.49
21.0,73.75,2023,3,6.01
21.0,74.375,2023,3,4.17
21.0,75.0,2023,3,4.76
21.0,75.625,2023,3,4.27
21.0,76.25,2023,3,4.09
21.0,76.875,2023,3,3.92
21.0,77.5,2023,3,3.73
21.0,78.125,2023,3,4.04
21.0,78.75,2023,3,4.31
21.0,79.375,2023,3,3.56
21.0,80.0,2023,3,4.13
21.0,80.625,2023,3,4.1
21.5,73.125,2023,3,5.48
21.5,73.75,2023,3,5.69
21.5,74.375,2023,3,4.59
21.5,75.0,2023,3,4.7
21.5,75.625,2023,3,4.45
21.5,76.25,2023,3,4.48
21.5,76.875,2023,3,4.77
21.5,77.5,2023,3,3.81
21.5,78.125,2023,3,4.11
21.5,78.75,2023,3,4.75
21.5,79.375,2023,3,4.02
21.5,80.0,2023,3,3.12
21.5,80.625,2023,3,3.26
22.0,73.125,2023,3,4.8
22.0,73.75,2023,3,5.23
22.0,74.375,2023,3,5.08
22.0,75.0,2023,3,4.86
22.0,75.625,2023,3,4.68
22.0,76.25,2023,3,4.68
22.0,76.875,2023,3,4.71
22.0,77.5,2023,3,5.05
22.0,78.125,2023,3,3.84
22.0,78.75,2023,3,4.08
22.0,79.375,2023,3,4.32
22.0,80.0,2023,3,2.95
22.0,80.625,2023,3,2.72
20.0,73.125,2023,4,6.71
20.0,73.75,2023,4,6.86
20.0,74.375,2023,4,5.11
20.0,75.0,2023,4,4.63
20.0,75.625,2023,4,4.47
20.0,76.25,2023,4,4.14
20.0,76.875,2023,4,3.61
20.0,77.5,2023,4,3.91
20.0,78.125,2023,4,4.24
20.0,78.75,2023,4,4.48
20.0,79.375,2023,4,4.5
20.0,80.0,2023,4,4.3
20.0,80.625,2023,4,3.45
20.5,73.125,2023,4,6.84
20.5,73.75,2023,4,7.38
20.5,74.375,2023,4,5.79
20.5,75.0,2023,4,4.76
20.5,75.625,2023,4,4.29
20.5,76.25,2023,4,3.66
20.5,76.875,2023,4,3.03
20.5,77.5,2023,4,3.27
20.5,78.125,2023,4,3.62
20.5,78.75,2023,4,3.79
20.5,79.375,2023,4,4.27
20.5,80.0,2023,4,4.78
20.5,80.625,2023,4,4.36
21.0,73.125,2023,4,7.31
21.0,73.75,2023,4,7.58
21.0,74.375,2023,4,6.26
21.0,75.0,2023,4,5.37
21.0,75.625,2023,4,4.91
21.0,76.25,2023,4,4.28
21.0,76.875,2023,4,3.61
21.0,77.5,2023,4,4.26
21.0,78.125,2023,4,4.29
21.0,78.75,2023,4,4.38
21.0,79.375,2023,4,4.05
21.0,80.0,2023,4,4.08
21.0,80.625,2023,4,3.95
21.5,73.125,2023,4,7.24
21.5,73.75,2023,4,7.42
21.5,74.375,2023,4,6.74
21.5,75.0,2023,4,6.38
21.5,75.625,2023,4,6.07
21.5,76.25,2023,4,5.18
21.5,76.875,2023,4,4.47
21.5,77.5,2023,4,4.58
21.5,78.125,2023,4,4.55
21.5,78.75,2023,4,4.94
21.5,79.375,2023,4,4.68
21.5,80.0,2023,4,3.68
21.5,80.625,2023,4,3.77
22.0,73.125,2023,4,7.02
22.0,73.75,2023,4,7.16
22.0,74.375,2023,4,6.86
22.0,75.0,2023,4,6.7
22.0,75.625,2023,4,6.5
22.0,76.25,2023,4,5.97
22.0,76.875,2023,4,5.53
22.0,77.5,2023,4,5.09
22.0,78.125,2023,4,4.34
22.0,78.75,2023,4,4.72
22.0,79.375,2023,4,4.98
22.0,80.0,2023,4,3.78
22.0,80.625,2023,4,3.84
20.0,73.125,2023,5,6.85
20.0,73.75,2023,5,7.53
20.0,74.375,2023,5,6.14
20.0,75.0,2023,5,5.5
20.0,75.625,2023,5,5.13
20.0,76.25,2023,5,4.69
20.0,76.875,2023,5,4.61
20.0,77.5,2023,5,4.53
20.0,78.125,2023,5,4.38
20.0,78.75,2023,5,4.27
20.0,79.375,2023,5,4.36
20.0,80.0,2023,5,4.19
20.0,80.625,2023,5,3.8
20.5,73.125,2023,5,6.25
20.5,73.75,2023,5,7.65
20.5,74.375,2023,5,5.82
20.5,75.0,2023,5,4.88
20.5,75.625,2023,5,4.76
20.5,76.25,2023,5,4.65
20.5,76.875,2023,5,4.78
20.5,77.5,2023,5,4.85
20.5,78.125,2023,5,4.75
20.5,78.75,2023,5,5.08
20.5,79.375,2023,5,5.11
20.5,80.0,2023,5,4.97
20.5,80.625,2023,5,4.64
21.0,73.125,2023,5,6.16
21.0,73.75,2023,5,7.63
21.0,74.375,2023,5,5.64
21.0,75.0,2023,5,4.8
21.0,75.625,2023,5,4.36
21.0,76.25,2023,5,4.28
21.0,76.875,2023,5,4.51
21.0,77.5,2023,5,4.66
21.0,78.125,2023,5,4.53
21.0,78.75,2023,5,4.64
21.0,79.375,2023,5,4.68
21.0,80.0,2023,5,4.87
21.0,80.625,2023,5,4.55
21.5,73.125,2023,5,6.41
21.5,73.75,2023,5,7.55
21.5,74.375,2023,5,6.12
21.5,75.0,2023,5,5.13
21.5,75.625,2023,5,4.73
21.5,76.25,2023,5,4.36
21.5,76.875,2023,5,4.31
21.5,77.5,2023,5,4.18
21.5,78.125,2023,5,4.37
21.5,78.75,2023,5,4.8
21.5,79.375,2023,5,4.57
21.5,80.0,2023,5,3.61
21.5,80.625,2023,5,3.58
22.0,73.125,2023,5,6.33
22.0,73.75,2023,5,7.31
22.0,74.375,2023,5,6.94
22.0,75.0,2023,5,6.41
22.0,75.625,2023,5,5.83
22.0,76.25,2023,5,4.78
22.0,76.875,2023,5,5.23
22.0,77.5,2023,5,4.5
22.0,78.125,2023,5,4.25
22.0,78.75,2023,5,4.61
22.0,79.375,2023,5,4.67
22.0,80.0,2023,5,3.65
22.0,80.625,2023,5,3.04
20.0,73.125,2023,6,6.7
20.0,73.75,2023,6,6.75
20.0,74.375,2023,6,5.2
20.0,75.0,2023,6,4.8
20.0,75.625,2023,6,4.69
20.0,76.25,2023,6,4.53
20.0,76.875,2023,6,4.57
20.0,77.5,2023,6,4.31
20.0,78.125,2023,6,4.22
20.0,78.75,2023,6,4.32
20.0,79.375,2023,6,4.18
20.0,80.0,2023,6,3.92
20.0,80.625,2023,6,3.54
20.5,73.125,2023,6,6.31
20.5,73.75,2023,6,6.9
20.5,74.375,2023,6,5.24
20.5,75.0,2023,6,4.57
20.5,75.625,2023,6,4.77
20.5,76.25,2023,6,4.7
20.5,76.875,2023,6,4.56
20.5,77.5,2023,6,4.37
20.5,78.125,2023,6,4.32
20.5,78.75,2023,6,4.45
20.5,79.375,2023,6,4.49
20.5,80.0,2023,6,4.73
20.5,80.625,2023,6,4.72
21.0,73.125,2023,6,5.6
21.0,73.75,2023,6,7.0
21.0,74.375,2023,6,5.45
21.0,75.0,2023,6,4.52
21.0,75.625,2023,6,4.51
21.0,76.25,2023,6,4.41
21.0,76.875,2023,6,4.28
21.0,77.5,2023,6,4.37
21.0,78.125,2023,6,4.38
21.0,78.75,2023,6,4.43
21.0,79.375,2023,6,4.1
21.0,80.0,2023,6,4.09
21.0,80.625,2023,6,4.33
21.5,73.125,2023,6,5.77
21.5,73.75,2023,6,7.05
21.5,74.375,2023,6,5.77
21.5,75.0,2023,6,4.71
21.5,75.625,2023,6,4.26
21.5,76.25,2023,6,3.62
21.5,76.875,2023,6,3.76
21.5,77.5,2023,6,4.14
21.5,78.125,2023,6,4.35
21.5,78.75,2023,6,4.75
21.5,79.375,2023,6,5.0
21.5,80.0,2023,6,4.03
21.5,80.625,2023,6,3.35
22.0,73.125,2023,6,5.96
22.0,73.75,2023,6,7.04
22.0,74.375,2023,6,6.28
22.0,75.0,2023,6,5.25
22.0,75.625,2023,6,4.53
22.0,76.25,2023,6,4.04
22.0,76.875,2023,6,4.39
22.0,77.5,2023,6,4.63
22.0,78.125,2023,6,4.35
22.0,78.75,2023,6,4.67
22.0,79.375,2023,6,4.78
22.0,80.0,2023,6,4.49
22.0,80.625,2023,6,3.67
20.0,73.125,2023,7,5.97
20.0,73.75,2023,7,6.13
20.0,74.375,2023,7,4.66
20.0,75.0,2023,7,4.1
20.0,75.625,2023,7,3.97
20.0,76.25,2023,7,3.92
20.0,76.875,2023,7,4.1
20.0,77.5,2023,7,4.16
20.0,78.125,2023,7,4.07
20.0,78.75,2023,7,4.03
20.0,79.375,2023,7,4.28
20.0,80.0,2023,7,3.94
20.0,80.625,2023,7,3.39
20.5,73.125,2023,7,5.62
20.5,73.75,2023,7,6.25
20.5,74.375,2023,7,4.81
20.5,75.0,2023,7,4.02
20.5,75.625,2023,7,3.99
20.5,76.25,2023,7,3.84
20.5,76.875,2023,7,3.82
20.5,77.5,2023,7,3.9
20.5,78.125,2023,7,3.88
20.5,78.75,2023,7,4.5
20.5,79.375,2023,7,4.42
20.5,80.0,2023,7,4.48
20.5,80.625,2023,7,4.32
21.0,73.125,2023,7,5.65
21.0,73.75,2023,7,6.59
21.0,74.375,2023,7,5.3
21.0,75.0,2023,7,4.32
21.0,75.625,2023,7,4.26
21.0,76.25,2023,7,3.64
21.0,76.875,2023,7,3.8
21.0,77.5,2023,7,4.13
21.0,78.125,2023,7,4.31
21.0,78.75,2023,7,4.68
21.0,79.375,2023,7,4.38
21.0,80.0,2023,7,3.94
21.0,80.625,2023,7,4.04
21.5,73.125,2023,7,6.01
21.5,73.75,2023,7,6.73
21.5,74.375,2023,7,5.61
21.5,75.0,2023,7,5.11
21.5,75.625,2023,7,4.87
21.5,76.25,2023,7,4.25
21.5,76.875,2023,7,4.68
21.5,77.5,2023,7,4.33
21.5,78.125,2023,7,4.51
21.5,78.75,2023,7,4.86
21.5,79.375,2023,7,4.84
21.5,80.0,2023,7,3.96
21.5,80.625,2023,7,3.36
22.0,73.125,2023,7,5.48
22.0,73.75,2023,7,6.41
22.0,74.375,2023,7,5.91
22.0,75.0,2023,7,5.41
22.0,75.625,2023,7,5.03
22.0,76.25,2023,7,4.51
22.0,76.875,2023,7,4.6
22.0,77.5,2023,7,4.57
22.0,78.125,2023,7,4.16
22.0,78.75,2023,7,4.64
22.0,79.375,2023,7,4.83
22.0,80.0,2023,7,4.39
22.0,80.625,2023,7,3.81
20.0,73.125,2023,8,5.58
20.0,73.75,2023,8,4.84
20.0,74.375,2023,8,3.72
20.0,75.0,2023,8,3.63
20.0,75.625,2023,8,3.58
20.0,76.25,2023,8,3.35
20.0,76.875,2023,8,3.07
20.0,77.5,2023,8,3.46
20.0,78.125,2023,8,3.18
20.0,78.75,2023,8,3.2
20.0,79.375,2023,8,3.28
20.0,80.0,2023,8,3.39
20.0,80.625,2023,8,3.49
20.5,73.125,2023,8,5.11
20.5,73.75,2023,8,4.4
20.5,74.375,2023,8,4.11
20.5,75.0,2023,8,3.78
20.5,75.625,2023,8,3.33
20.5,76.25,2023,8,2.83
20.5,76.875,2023,8,2.99
20.5,77.5,2023,8,3.58
20.5,78.125,2023,8,3.74
20.5,78.75,2023,8,4.03
20.5,79.375,2023,8,4.0
20.5,80.0,2023,8,4.25
20.5,80.625,2023,8,4.38
21.0,73.125,2023,8,4.93
21.0,73.75,2023,8,4.91
21.0,74.375,2023,8,4.31
21.0,75.0,2023,8,3.94
21.0,75.625,2023,8,3.74
21.0,76.25,2023,8,3.15
21.0,76.875,2023,8,3.39
21.0,77.5,2023,8,3.51
21.0,78.125,2023,8,4.17
21.0,78.75,2023,8,4.58
21.0,79.375,2023,8,4.25
21.0,80.0,2023,8,3.97
21.0,80.625,2023,8,4.07
21.5,73.125,2023,8,4.83
21.5,73.75,2023,8,5.3
21.5,74.375,2023,8,4.28
21.5,75.0,2023,8,4.18
21.5,75.625,2023,8,4.16
21.5,76.25,2023,8,3.56
21.5,76.875,2023,8,3.68
21.5,77.5,2023,8,3.5
21.5,78.125,2023,8,3.91
21.5,78.75,2023,8,4.81
21.5,79.375,2023,8,4.76
21.5,80.0,2023,8,3.97
21.5,80.625,2023,8,3.26
22.0,73.125,2023,8,4.33
22.0,73.75,2023,8,5.01
22.0,74.375,2023,8,4.2
22.0,75.0,2023,8,4.03
22.0,75.625,2023,8,4.01
22.0,76.25,2023,8,3.76
22.0,76.875,2023,8,3.92
22.0,77.5,2023,8,3.69
22.0,78.125,2023,8,3.49
22.0,78.75,2023,8,3.85
22.0,79.375,2023,8,4.55
22.0,80.0,2023,8,4.05
22.0,80.625,2023,8,3.55
20.0,73.125,2023,9,6.7
20.0,73.75,2023,9,5.42
20.0,74.375,2023,9,3.28
20.0,75.0,2023,9,3.27
20.0,75.625,2023,9,3.16
20.0,76.25,2023,9,2.75
20.0,76.875,2023,9,2.74
20.0,77.5,2023,9,3.0
20.0,78.125,2023,9,3.17
20.0,78.75,2023,9,3.22
20.0,79.375,2023,9,3.23
20.0,80.0,2023,9,3.11
20.0,80.625,2023,9,2.86
20.5,73.125,2023,9,5.96
20.5,73.75,2023,9,5.33
20.5,74.375,2023,9,3.43
20.5,75.0,2023,9,3.4
20.5,75.625,2023,9,3.14
20.5,76.25,2023,9,2.9
20.5,76.875,2023,9,2.88
20.5,77.5,2023,9,3.09
20.5,78.125,2023,9,3.69
20.5,78.75,2023,9,4.14
20.5,79.375,2023,9,4.14
20.5,80.0,2023,9,4.43
20.5,80.625,2023,9,3.95
21.0,73.125,2023,9,5.28
21.0,73.75,2023,9,5.57
21.0,74.375,2023,9,3.47
21.0,75.0,2023,9,3.52
21.0,75.625,2023,9,3.21
21.0,76.25,2023,9,2.86
21.0,76.875,2023,9,3.0
21.0,77.5,2023,9,3.54
21.0,78.125,2023,9,4.28
21.0,78.75,2023,9,4.58
21.0,79.375,2023,9,4.09
21.0,80.0,2023,9,4.09
21.0,80.625,2023,9,4.1
21.5,73.125,2023,9,4.98
21.5,73.75,2023,9,5.55
21.5,74.375,2023,9,3.8
21.5,75.0,2023,9,3.34
21.5,75.625,2023,9,3.49
21.5,76.25,2023,9,3.36
21.5,76.875,2023,9,3.49
21.5,77.5,2023,9,3.44
21.5,78.125,2023,9,3.67
21.5,78.75,2023,9,4.37
21.5,79.375,2023,9,4.0
21.5,80.0,2023,9,3.41
21.5,80.625,2023,9,3.29
22.0,73.125,2023,9,4.42
22.0,73.75,2023,9,5.26
22.0,74.375,2023,9,4.57
22.0,75.0,2023,9,4.25
22.0,75.625,2023,9,3.94
22.0,76.25,2023,9,3.53
22.0,76.875,2023,9,3.7
22.0,77.5,2023,9,3.52
22.0,78.125,2023,9,3.55
22.0,78.75,2023,9,3.52
22.0,79.375,2023,9,3.46
22.0,80.0,2023,9,3.12
22.0,80.625,2023,9,3.12
20.0,73.125,2023,10,6.57
20.0,73.75,2023,10,5.21
20.0,74.375,2023,10,3.25
20.0,75.0,2023,10,2.95
20.0,75.625,2023,10,2.81
20.0,76.25,2023,10,2.51
20.0,76.875,2023,10,2.17
20.0,77.5,2023,10,2.28
20.0,78.125,2023,10,2.77
20.0,78.75,2023,10,2.87
20.0,79.375,2023,10,3.32
20.0,80.0,2023,10,3.23
20.0,80.625,2023,10,3.05
20.5,73.125,2023,10,5.35
20.5,73.75,2023,10,4.92
20.5,74.375,2023,10,3.1
20.5,75.0,2023,10,3.1
20.5,75.625,2023,10,2.87
20.5,76.25,2023,10,2.56
20.5,76.875,2023,10,1.78
20.5,77.5,2023,10,2.77
20.5,78.125,2023,10,3.55
20.5,78.75,2023,10,3.76
20.5,79.375,2023,10,3.51
20.5,80.0,2023,10,3.83
20.5,80.625,2023,10,3.36
21.0,73.125,2023,10,4.36
21.0,73.75,2023,10,4.91
21.0,74.375,2023,10,3.12
21.0,75.0,2023,10,3.12
21.0,75.625,2023,10,2.93
21.0,76.25,2023,10,2.97
21.0,76.875,2023,10,3.14
21.0,77.5,2023,10,3.03
21.0,78.125,2023,10,4.14
21.0,78.75,2023,10,4.39
21.0,79.375,2023,10,3.53
21.0,80.0,2023,10,3.65
21.0,80.625,2023,10,3.58
21.5,73.125,2023,10,4.0
21.5,73.75,2023,10,4.47
21.5,74.375,2023,10,3.29
21.5,75.0,2023,10,3.09
21.5,75.625,2023,10,3.31
21.5,76.25,2023,10,3.27
21.5,76.875,2023,10,3.42
21.5,77.5,2023,10,3.24
21.5,78.125,2023,10,3.35
21.5,78.75,2023,10,4.4
21.5,79.375,2023,10,3.85
21.5,80.0,2023,10,3.09
21.5,80.625,2023,10,2.87
22.0,73.125,2023,10,3.24
22.0,73.75,2023,10,3.78
22.0,74.375,2023,10,3.43
22.0,75.0,2023,10,3.55
22.0,75.625,2023,10,3.75
22.0,76.25,2023,10,3.6
22.0,76.875,2023,10,3.44
22.0,77.5,2023,10,3.64
22.0,78.125,2023,10,3.35
22.0,78.75,2023,10,3.34
22.0,79.375,2023,10,3.46
22.0,80.0,2023,10,3.6
22.0,80.625,2023,10,3.52
20.0,73.125,2023,11,5.64
20.0,73.75,2023,11,4.34
20.0,74.375,2023,11,3.2
20.0,75.0,2023,11,2.45
20.0,75.625,2023,11,2.61
20.0,76.25,2023,11,2.54
20.0,76.875,2023,11,2.49
20.0,77.5,2023,11,2.13
20.0,78.125,2023,11,2.06
20.0,78.75,2023,11,2.63
20.0,79.375,2023,11,2.69
20.0,80.0,2023,11,2.75
20.0,80.625,2023,11,2.68
20.5,73.125,2023,11,4.8
20.5,73.75,2023,11,4.37
20.5,74.375,2023,11,3.17
20.5,75.0,2023,11,2.28
20.5,75.625,2023,11,2.66
20.5,76.25,2023,11,2.92
20.5,76.875,2023,11,2.92
20.5,77.5,2023,11,2.52
20.5,78.125,2023,11,2.77
20.5,78.75,2023,11,3.23
20.5,79.375,2023,11,3.2
20.5,80.0,2023,11,3.57
20.5,80.625,2023,11,3.66
21.0,73.125,2023,11,4.5
21.0,73.75,2023,11,4.44
21.0,74.375,2023,11,3.18
21.0,75.0,2023,11,2.28
21.0,75.625,2023,11,2.56
21.0,76.25,2023,11,2.78
21.0,76.875,2023,11,3.14
21.0,77.5,2023,11,3.81
21.0,78.125,2023,11,3.68
21.0,78.75,2023,11,3.99
21.0,79.375,2023,11,3.84
21.0,80.0,2023,11,4.31
21.0,80.625,2023,11,4.05
21.5,73.125,2023,11,4.22
21.5,73.75,2023,11,4.18
21.5,74.375,2023,11,3.14
21.5,75.0,2023,11,2.59
21.5,75.625,2023,11,2.94
21.5,76.25,2023,11,3.17
21.5,76.875,2023,11,3.55
21.5,77.5,2023,11,3.47
21.5,78.125,2023,11,3.44
21.5,78.75,2023,11,3.92
21.5,79.375,2023,11,3.91
21.5,80.0,2023,11,4.07
21.5,80.625,2023,11,3.71
22.0,73.125,2023,11,3.96
22.0,73.75,2023,11,4.05
22.0,74.375,2023,11,3.25
22.0,75.0,2023,11,2.95
22.0,75.625,2023,11,3.05
22.0,76.25,2023,11,3.2
22.0,76.875,2023,11,3.46
22.0,77.5,2023,11,3.54
22.0,78.125,2023,11,3.34
22.0,78.75,2023,11,3.29
22.0,79.375,2023,11,3.33
22.0,80.0,2023,11,3.4
22.0,80.625,2023,11,3.39
20.0,73.125,2023,12,4.61
20.0,73.75,2023,12,4.54
20.0,74.375,2023,12,3.97
20.0,75.0,2023,12,3.82
20.0,75.625,2023,12,3.91
20.0,76.25,2023,12,3.81
20.0,76.875,2023,12,3.68
20.0,77.5,2023,12,3.75
20.0,78.125,2023,12,3.82
20.0,78.75,2023,12,3.99
20.0,79.375,2023,12,4.04
20.0,80.0,2023,12,3.77
20.0,80.625,2023,12,3.91
20.5,73.125,2023,12,4.92
20.5,73.75,2023,12,5.2
20.5,74.375,2023,12,4.27
20.5,75.0,2023,12,3.91
20.5,75.625,2023,12,4.04
20.5,76.25,2023,12,4.01
20.5,76.875,2023,12,4.03
20.5,77.5,2023,12,4.26
20.5,78.125,2023,12,3.97
20.5,78.75,2023,12,3.69
20.5,79.375,2023,12,4.11
20.5,80.0,2023,12,4.37
20.5,80.625,2023,12,4.68
21.0,73.125,2023,12,4.89
21.0,73.75,2023,12,5.47
21.0,74.375,2023,12,4.81
21.0,75.0,2023,12,3.97
21.0,75.625,2023,12,4.13
21.0,76.25,2023,12,4.23
21.0,76.875,2023,12,4.68
21.0,77.5,2023,12,5.26
21.0,78.125,2023,12,4.51
21.0,78.75,2023,12,3.92
21.0,79.375,2023,12,4.22
21.0,80.0,2023,12,4.6
21.0,80.625,2023,12,4.81
21.5,73.125,2023,12,4.63
21.5,73.75,2023,12,5.43
21.5,74.375,2023,12,5.23
21.5,75.0,2023,12,4.32
21.5,75.625,2023,12,4.27
21.5,76.25,2023,12,4.32
21.5,76.875,2023,12,4.99
21.5,77.5,2023,12,5.74
21.5,78.125,2023,12,4.81
21.5,78.75,2023,12,4.34
21.5,79.375,2023,12,4.25
21.5,80.0,2023,12,4.54
21.5,80.625,2023,12,4.57
22.0,73.125,2023,12,4.56
22.0,73.75,2023,12,5.35
22.0,74.375,2023,12,5.58
22.0,75.0,2023,12,4.79
22.0,75.625,2023,12,4.42
22.0,76.25,2023,12,4.39
22.0,76.875,2023,12,5.01
22.0,77.5,2023,12,5.73
22.0,78.125,2023,12,5.05
22.0,78.75,2023,12,4.46
22.0,79.375,2023,12,4.02
22.0,80.0,2023,12,3.96
22.0,80.625,2023,12,4.61
20.0,73.125,2023,13,4.16
20.0,73.75,2023,13,4.25
20.0,74.375,2023,13,3.46
20.0,75.0,2023,13,3.38
20.0,75.625,2023,13,3.41
20.0,76.25,2023,13,3.66
20.0,76.875,2023,13,3.65
20.0,77.5,2023,13,2.85
20.0,78.125,2023,13,2.4
20.0,78.75,2023,13,2.36
20.0,79.375,2023,13,2.12
20.0,80.0,2023,13,2.91
20.0,80.625,2023,13,2.82
20.5,73.125,2023,13,4.1
20.5,73.75,2023,13,4.55
20.5,74.375,2023,13,4.21
20.5,75.0,2023,13,3.83
