-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 12/31/2017 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,T2M_MAX
21.5,78.125,2017,1,29.05
21.5,78.75,2017,1,28.72
21.5,79.375,2017,1,28.86
21.5,80.0,2017,1,29.57
21.5,80.625,2017,1,29.16
22.0,73.125,2017,1,33.27
22.0,73.75,2017,1,33.01
22.0,74.375,2017,1,31.86
22.0,75.0,2017,1,31.74
22.0,75.625,2017,1,31.52
22.0,76.25,2017,1,30.83
22.0,76.875,2017,1,30.76
22.0,77.5,2017,1,29.96
22.0,78.125,2017,1,28.76
22.0,78.75,2017,1,28.29
22.0,79.375,2017,1,28.27
22.0,80.0,2017,1,28.9
22.0,80.625,2017,1,28.32
20.0,73.125,2017,2,34.12
20.0,73.75,2017,2,30.95
20.0,74.375,2017,2,30.4
20.0,75.0,2017,2,30.4
20.0,75.625,2017,2,30.13
20.0,76.25,2017,2,30.24
20.0,76.875,2017,2,30.29
20.0,77.5,2017,2,30.34
20.0,78.125,2017,2,30.63
20.0,78.75,2017,2,30.34
20.0,79.375,2017,2,30.12
20.0,80.0,2017,2,29.57
20.0,80.625,2017,2,28.29
20.5,73.125,2017,2,33.63
20.5,73.75,2017,2,30.88
20.5,74.375,2017,2,29.68
20.5,75.0,2017,2,30.21
20.5,75.625,2017,2,29.9
20.5,76.25,2017,2,29.68
20.5,76.875,2017,2,30.38
20.5,77.5,2017,2,30.59
20.5,78.125,2017,2,30.4
20.5,78.75,2017,2,29.09
20.5,79.375,2017,2,28.45
20.5,80.0,2017,2,27.73
20.5,80.625,2017,2,26.63
21.0,73.125,2017,2,33.34
21.0,73.75,2017,2,31.18
21.0,74.375,2017,2,29.76
21.0,75.0,2017,2,30.67
21.0,75.625,2017,2,30.21
21.0,76.25,2017,2,29.71
21.0,76.875,2017,2,30.37
21.0,77.5,2017,2,30.65
21.0,78.125,2017,2,30.38
21.0,78.75,2017,2,28.79
21.0,79.375,2017,2,28.52
21.0,80.0,2017,2,28.06
21.0,80.625,2017,2,27.54
21.5,73.125,2017,2,32.99
21.5,73.75,2017,2,31.6
21.5,74.375,2017,2,30.34
21.5,75.0,2017,2,30.18
21.5,75.625,2017,2,29.18
21.5,76.25,2017,2,28.51
21.5,76.875,2017,2,28.77
21.5,77.5,2017,2,28.76
21.5,78.125,2017,2,29.29
21.5,78.75,2017,2,29.48
21.5,79.375,2017,2,29.15
21.5,80.0,2017,2,28.82
21.5,80.625,2017,2,28.23
22.0,73.125,2017,2,32.1
22.0,73.75,2017,2,31.38
22.0,74.375,2017,2,29.77
22.0,75.0,2017,2,29.37
22.0,75.625,2017,2,28.9
22.0,76.25,2017,2,28.23
22.0,76.875,2017,2,28.02
22.0,77.5,2017,2,27.17
22.0,78.125,2017,2,26.63
22.0,78.75,2017,2,27.48
22.0,79.375,2017,2,28.32
22.0,80.0,2017,2,28.71
22.0,80.625,2017,2,27.52
20.0,73.125,2017,3,35.03
20.0,73.75,2017,3,30.51
20.0,74.375,2017,3,29.76
20.0,75.0,2017,3,29.74
20.0,75.625,2017,3,28.82
20.0,76.25,2017,3,28.27
20.0,76.875,2017,3,27.84
20.0,77.5,2017,3,27.79
20.0,78.125,2017,3,28.34
20.0,78.75,2017,3,28.31
20.0,79.375,2017,3,28.52
20.0,80.0,2017,3,28.73
20.0,80.625,2017,3,27.71
20.5,73.125,2017,3,34.67
20.5,73.75,2017,3,30.9
20.5,74.375,2017,3,28.87
20.5,75.0,2017,3,29.51
20.5,75.625,2017,3,28.83
20.5,76.25,2017,3,28.18
20.5,76.875,2017,3,28.5
20.5,77.5,2017,3,28.34
20.5,78.125,2017,3,28.09
20.5,78.75,2017,3,27.27
20.5,79.375,2017,3,27.15
20.5,80.0,2017,3,26.85
20.5,80.625,2017,3,25.77
21.0,73.125,2017,3,33.4
21.0,73.75,2017,3,30.75
21.0,74.375,2017,3,28.79
21.0,75.0,2017,3,29.81
21.0,75.625,2017,3,29.34
21.0,76.25,2017,3,29.0
21.0,76.875,2017,3,29.39
21.0,77.5,2017,3,28.89
21.0,78.125,2017,3,28.37
21.0,78.75,2017,3,27.02
21.0,79.375,2017,3,27.2
21.0,80.0,2017,3,27.29
21.0,80.625,2017,3,26.62
21.5,73.125,2017,3,32.62
21.5,73.75,2017,3,30.81
21.5,74.375,2017,3,29.53
21.5,75.0,2017,3,29.4
21.5,75.625,2017,3,28.51
21.5,76.25,2017,3,28.23
21.5,76.875,2017,3,29.02
21.5,77.5,2017,3,28.02
21.5,78.125,2017,3,27.88
21.5,78.75,2017,3,27.49
21.5,79.375,2017,3,27.34
21.5,80.0,2017,3,27.88
21.5,80.625,2017,3,27.45
22.0,73.125,2017,3,32.04
22.0,73.75,2017,3,30.9
22.0,74.375,2017,3,28.86
22.0,75.0,2017,3,28.28
22.0,75.625,2017,3,27.83
22.0,76.25,2017,3,27.54
22.0,76.875,2017,3,28.51
22.0,77.5,2017,3,27.68
22.0,78.125,2017,3,26.67
22.0,78.75,2017,3,25.99
22.0,79.375,2017,3,25.93
22.0,80.0,2017,3,26.7
22.0,80.625,2017,3,26.4
20.0,73.125,2017,4,34.72
20.0,73.75,2017,4,30.88
20.0,74.375,2017,4,30.1
20.0,75.0,2017,4,30.24
20.0,75.625,2017,4,29.52
20.0,76.25,2017,4,28.98
20.0,76.875,2017,4,28.35
20.0,77.5,2017,4,27.88
20.0,78.125,2017,4,28.38
20.0,78.75,2017,4,28.33
20.0,79.375,2017,4,28.58
20.0,80.0,2017,4,28.69
20.0,80.625,2017,4,27.32
20.5,73.125,2017,4,34.32
20.5,73.75,2017,4,31.36
20.5,74.375,2017,4,29.74
20.5,75.0,2017,4,30.33
20.5,75.625,2017,4,29.86
20.5,76.25,2017,4,29.06
20.5,76.875,2017,4,28.64
20.5,77.5,2017,4,28.07
20.5,78.125,2017,4,27.93
20.5,78.75,2017,4,27.28
20.5,79.375,2017,4,27.11
20.5,80.0,2017,4,26.6
20.5,80.625,2017,4,25.22
21.0,73.125,2017,4,33.8
21.0,73.75,2017,4,31.63
21.0,74.375,2017,4,29.86
21.0,75.0,2017,4,30.59
21.0,75.625,2017,4,30.05
21.0,76.25,2017,4,29.2
21.0,76.875,2017,4,28.77
21.0,77.5,2017,4,28.32
21.0,78.125,2017,4,27.91
21.0,78.75,2017,4,26.62
21.0,79.375,2017,4,26.91
21.0,80.0,2017,4,26.91
21.0,80.625,2017,4,25.86
21.5,73.125,2017,4,33.36
21.5,73.75,2017,4,31.7
21.5,74.375,2017,4,30.38
21.5,75.0,2017,4,30.33
21.5,75.625,2017,4,29.42
21.5,76.25,2017,4,28.64
21.5,76.875,2017,4,28.56
21.5,77.5,2017,4,27.88
21.5,78.125,2017,4,27.66
21.5,78.75,2017,4,27.1
21.5,79.375,2017,4,26.99
21.5,80.0,2017,4,27.52
21.5,80.625,2017,4,26.96
22.0,73.125,2017,4,32.85
22.0,73.75,2017,4,31.77
22.0,74.375,2017,4,29.95
22.0,75.0,2017,4,29.55
22.0,75.625,2017,4,29.22
22.0,76.25,2017,4,28.81
22.0,76.875,2017,4,29.27
22.0,77.5,2017,4,28.8
22.0,78.125,2017,4,27.44
22.0,78.75,2017,4,26.51
22.0,79.375,2017,4,26.3
22.0,80.0,2017,4,27.13
22.0,80.625,2017,4,26.52
20.0,73.125,2017,5,34.18
20.0,73.75,2017,5,30.64
20.0,74.375,2017,5,30.03
20.0,75.0,2017,5,30.14
20.0,75.625,2017,5,29.65
20.0,76.25,2017,5,29.5
20.0,76.875,2017,5,29.25
20.0,77.5,2017,5,29.07
20.0,78.125,2017,5,29.32
20.0,78.75,2017,5,29.17
20.0,79.375,2017,5,29.23
20.0,80.0,2017,5,28.98
20.0,80.625,2017,5,27.25
20.5,73.125,2017,5,33.5
20.5,73.75,2017,5,31.23
20.5,74.375,2017,5,30.01
20.5,75.0,2017,5,30.62
20.5,75.625,2017,5,30.23
20.5,76.25,2017,5,29.75
20.5,76.875,2017,5,29.84
20.5,77.5,2017,5,29.53
20.5,78.125,2017,5,29.11
20.5,78.75,2017,5,28.26
20.5,79.375,2017,5,28.0
20.5,80.0,2017,5,27.43
20.5,80.625,2017,5,25.83
21.0,73.125,2017,5,33.04
21.0,73.75,2017,5,32.0
21.0,74.375,2017,5,30.53
21.0,75.0,2017,5,31.22
21.0,75.625,2017,5,30.78
21.0,76.25,2017,5,30.31
21.0,76.875,2017,5,30.36
21.0,77.5,2017,5,29.92
21.0,78.125,2017,5,29.37
21.0,78.75,2017,5,28.03
21.0,79.375,2017,5,28.18
21.0,80.0,2017,5,28.09
21.0,80.625,2017,5,26.99
21.5,73.125,2017,5,32.73
21.5,73.75,2017,5,32.11
21.5,74.375,2017,5,30.84
21.5,75.0,2017,5,30.7
21.5,75.625,2017,5,30.14
21.5,76.25,2017,5,29.73
21.5,76.875,2017,5,29.95
21.5,77.5,2017,5,29.15
21.5,78.125,2017,5,29.03
21.5,78.75,2017,5,28.71
21.5,79.375,2017,5,28.62
21.5,80.0,2017,5,29.07
21.5,80.625,2017,5,28.54
22.0,73.125,2017,5,32.15
22.0,73.75,2017,5,31.9
22.0,74.375,2017,5,30.4
22.0,75.0,2017,5,30.09
22.0,75.625,2017,5,30.0
22.0,76.25,2017,5,29.76
22.0,76.875,2017,5,30.07
22.0,77.5,2017,5,29.17
22.0,78.125,2017,5,28.14
22.0,78.75,2017,5,27.82
22.0,79.375,2017,5,27.73
22.0,80.0,2017,5,28.48
22.0,80.625,2017,5,28.03
20.0,73.125,2017,6,31.55
20.0,73.75,2017,6,30.14
20.0,74.375,2017,6,30.64
20.0,75.0,2017,6,30.91
20.0,75.625,2017,6,30.38
20.0,76.25,2017,6,30.19
20.0,76.875,2017,6,30.16
20.0,77.5,2017,6,30.33
20.0,78.125,2017,6,30.82
20.0,78.75,2017,6,30.47
20.0,79.375,2017,6,30.36
20.0,80.0,2017,6,30.44
20.0,80.625,2017,6,28.97
20.5,73.125,2017,6,31.47
20.5,73.75,2017,6,30.47
20.5,74.375,2017,6,30.47
20.5,75.0,2017,6,31.5
20.5,75.625,2017,6,31.16
20.5,76.25,2017,6,30.74
20.5,76.875,2017,6,30.85
20.5,77.5,2017,6,30.52
20.5,78.125,2017,6,30.11
20.5,78.75,2017,6,29.41
20.5,79.375,2017,6,29.1
20.5,80.0,2017,6,28.63
20.5,80.625,2017,6,27.21
21.0,73.125,2017,6,31.64
21.0,73.75,2017,6,30.92
21.0,74.375,2017,6,30.88
21.0,75.0,2017,6,32.22
21.0,75.625,2017,6,32.07
21.0,76.25,2017,6,31.69
21.0,76.875,2017,6,31.14
21.0,77.5,2017,6,30.08
21.0,78.125,2017,6,29.47
21.0,78.75,2017,6,28.25
21.0,79.375,2017,6,28.69
21.0,80.0,2017,6,28.85
21.0,80.625,2017,6,27.77
21.5,73.125,2017,6,31.64
21.5,73.75,2017,6,31.14
21.5,74.375,2017,6,31.27
21.5,75.0,2017,6,31.46
21.5,75.625,2017,6,31.02
21.5,76.25,2017,6,30.71
21.5,76.875,2017,6,29.91
21.5,77.5,2017,6,28.47
21.5,78.125,2017,6,28.52
21.5,78.75,2017,6,28.36
21.5,79.375,2017,6,28.63
21.5,80.0,2017,6,29.27
21.5,80.625,2017,6,28.77
22.0,73.125,2017,6,31.44
22.0,73.75,2017,6,31.27
22.0,74.375,2017,6,30.61
22.0,75.0,2017,6,30.72
22.0,75.625,2017,6,30.82
22.0,76.25,2017,6,30.5
22.0,76.875,2017,6,30.21
22.0,77.5,2017,6,29.27
22.0,78.125,2017,6,28.16
22.0,78.75,2017,6,27.72
22.0,79.375,2017,6,27.8
22.0,80.0,2017,6,28.57
22.0,80.625,2017,6,28.11
20.0,73.125,2017,7,30.01
20.0,73.75,2017,7,29.22
20.0,74.375,2017,7,29.61
20.0,75.0,2017,7,29.91
20.0,75.625,2017,7,29.47
20.0,76.25,2017,7,29.61
20.0,76.875,2017,7,29.81
20.0,77.5,2017,7,30.11
20.0,78.125,2017,7,30.62
20.0,78.75,2017,7,30.73
20.0,79.375,2017,7,30.39
20.0,80.0,2017,7,29.84
20.0,80.625,2017,7,28.94
20.5,73.125,2017,7,29.4
20.5,73.75,2017,7,29.09
20.5,74.375,2017,7,29.42
20.5,75.0,2017,7,30.11
20.5,75.625,2017,7,29.61
20.5,76.25,2017,7,29.58
20.5,76.875,2017,7,30.11
20.5,77.5,2017,7,30.37
20.5,78.125,2017,7,30.39
20.5,78.75,2017,7,29.94
20.5,79.375,2017,7,29.34
20.5,80.0,2017,7,28.47
20.5,80.625,2017,7,27.67
21.0,73.125,2017,7,29.33
21.0,73.75,2017,7,29.22
21.0,74.375,2017,7,29.53
21.0,75.0,2017,7,30.39
21.0,75.625,2017,7,29.74
21.0,76.25,2017,7,29.72
21.0,76.875,2017,7,29.87
21.0,77.5,2017,7,30.03
21.0,78.125,2017,7,29.9
21.0,78.75,2017,7,28.52
21.0,79.375,2017,7,28.42
21.0,80.0,2017,7,28.34
21.0,80.625,2017,7,28.19
21.5,73.125,2017,7,29.42
21.5,73.75,2017,7,29.26
21.5,74.375,2017,7,29.33
21.5,75.0,2017,7,29.36
21.5,75.625,2017,7,28.75
21.5,76.25,2017,7,28.83
21.5,76.875,2017,7,28.76
21.5,77.5,2017,7,28.58
21.5,78.125,2017,7,28.72
21.5,78.75,2017,7,28.11
21.5,79.375,2017,7,28.08
21.5,80.0,2017,7,28.7
21.5,80.625,2017,7,28.8
22.0,73.125,2017,7,29.51
22.0,73.75,2017,7,29.17
22.0,74.375,2017,7,28.53
22.0,75.0,2017,7,28.55
22.0,75.625,2017,7,28.51
22.0,76.25,2017,7,28.56
22.0,76.875,2017,7,28.61
22.0,77.5,2017,7,28.69
22.0,78.125,2017,7,27.84
22.0,78.75,2017,7,27.12
22.0,79.375,2017,7,26.92
22.0,80.0,2017,7,28.0
22.0,80.625,2017,7,27.92
20.0,73.125,2017,8,30.11
20.0,73.75,2017,8,28.87
20.0,74.375,2017,8,29.88
20.0,75.0,2017,8,30.13
20.0,75.625,2017,8,29.92
20.0,76.25,2017,8,30.23
20.0,76.875,2017,8,30.32
20.0,77.5,2017,8,30.45
20.0,78.125,2017,8,30.92
20.0,78.75,2017,8,30.7
20.0,79.375,2017,8,30.09
20.0,80.0,2017,8,29.64
20.0,80.625,2017,8,28.64
20.5,73.125,2017,8,29.75
20.5,73.75,2017,8,29.06
20.5,74.375,2017,8,29.69
20.5,75.0,2017,8,30.37
20.5,75.625,2017,8,30.09
20.5,76.25,2017,8,30.15
20.5,76.875,2017,8,30.42
20.5,77.5,2017,8,30.28
20.5,78.125,2017,8,30.32
20.5,78.75,2017,8,29.7
20.5,79.375,2017,8,28.92
20.5,80.0,2017,8,28.11
20.5,80.625,2017,8,27.21
21.0,73.125,2017,8,29.92
21.0,73.75,2017,8,29.4
21.0,74.375,2017,8,29.85
21.0,75.0,2017,8,30.74
21.0,75.625,2017,8,30.29
21.0,76.25,2017,8,30.26
21.0,76.875,2017,8,30.06
21.0,77.5,2017,8,29.79
21.0,78.125,2017,8,29.68
21.0,78.75,2017,8,28.29
21.0,79.375,2017,8,28.06
21.0,80.0,2017,8,27.78
21.0,80.625,2017,8,27.47
21.5,73.125,2017,8,29.81
21.5,73.75,2017,8,29.37
21.5,74.375,2017,8,29.6
21.5,75.0,2017,8,29.76
21.5,75.625,2017,8,29.15
21.5,76.25,2017,8,29.15
21.5,76.875,2017,8,28.89
21.5,77.5,2017,8,28.46
21.5,78.125,2017,8,28.66
21.5,78.75,2017,8,28.13
21.5,79.375,2017,8,27.79
21.5,80.0,2017,8,27.97
21.5,80.625,2017,8,27.86
22.0,73.125,2017,8,29.37
22.0,73.75,2017,8,29.03
22.0,74.375,2017,8,28.62
22.0,75.0,2017,8,28.79
22.0,75.625,2017,8,28.85
22.0,76.25,2017,8,28.81
22.0,76.875,2017,8,28.86
22.0,77.5,2017,8,28.59
22.0,78.125,2017,8,27.63
22.0,78.75,2017,8,27.25
22.0,79.375,2017,8,26.93
22.0,80.0,2017,8,27.37
22.0,80.625,2017,8,27.01
20.0,73.125,2017,9,30.15
20.0,73.75,2017,9,29.09
20.0,74.375,2017,9,29.59
20.0,75.0,2017,9,29.9
20.0,75.625,2017,9,29.76
20.0,76.25,2017,9,30.02
20.0,76.875,2017,9,30.01
20.0,77.5,2017,9,29.87
20.0,78.125,2017,9,30.49
20.0,78.75,2017,9,30.32
20.0,79.375,2017,9,29.74
20.0,80.0,2017,9,29.46
20.0,80.625,2017,9,28.71
20.5,73.125,2017,9,29.58
20.5,73.75,2017,9,29.24
20.5,74.375,2017,9,29.34
20.5,75.0,2017,9,29.96
20.5,75.625,2017,9,30.09
20.5,76.25,2017,9,30.34
20.5,76.875,2017,9,30.7
20.5,77.5,2017,9,30.16
20.5,78.125,2017,9,29.99
20.5,78.75,2017,9,29.37
20.5,79.375,2017,9,28.58
20.5,80.0,2017,9,27.98
20.5,80.625,2017,9,27.45
21.0,73.125,2017,9,29.46
21.0,73.75,2017,9,29.49
21.0,74.375,2017,9,29.6
21.0,75.0,2017,9,30.38
21.0,75.625,2017,9,30.51
21.0,76.25,2017,9,30.68
21.0,76.875,2017,9,30.65
21.0,77.5,2017,9,29.74
21.0,78.125,2017,9,29.13
21.0,78.75,2017,9,27.72
21.0,79.375,2017,9,27.67
21.0,80.0,2017,9,27.73
21.0,80.625,2017,9,27.8
21.5,73.125,2017,9,29.2
21.5,73.75,2017,9,29.48
21.5,74.375,2017,9,29.66
21.5,75.0,2017,9,29.76
21.5,75.625,2017,9,29.46
21.5,76.25,2017,9,29.4
21.5,76.875,2017,9,29.12
21.5,77.5,2017,9,27.76
21.5,78.125,2017,9,27.3
21.5,78.75,2017,9,27.0
21.5,79.375,2017,9,27.23
21.5,80.0,2017,9,28.0
21.5,80.625,2017,9,28.28
22.0,73.125,2017,9,28.98
22.0,73.75,2017,9,29.26
22.0,74.375,2017,9,28.81
22.0,75.0,2017,9,28.76
22.0,75.625,2017,9,28.96
22.0,76.25,2017,9,29.1
22.0,76.875,2017,9,29.45
22.0,77.5,2017,9,28.41
22.0,78.125,2017,9,26.51
22.0,78.75,2017,9,25.66
22.0,79.375,2017,9,26.0
22.0,80.0,2017,9,27.39
22.0,80.625,2017,9,27.57
20.0,73.125,2017,10,31.62
20.0,73.75,2017,10,28.48
20.0,74.375,2017,10,28.17
20.0,75.0,2017,10,28.28
20.0,75.625,2017,10,28.14
20.0,76.25,2017,10,28.18
20.0,76.875,2017,10,28.29
20.0,77.5,2017,10,28.4
20.0,78.125,2017,10,28.92
20.0,78.75,2017,10,28.96
20.0,79.375,2017,10,28.96
20.0,80.0,2017,10,28.92
20.0,80.625,2017,10,27.57
20.5,73.125,2017,10,30.76
20.5,73.75,2017,10,28.14
20.5,74.375,2017,10,27.18
20.5,75.0,2017,10,27.81
20.5,75.625,2017,10,27.76
20.5,76.25,2017,10,27.67
20.5,76.875,2017,10,28.42
20.5,77.5,2017,10,28.61
20.5,78.125,2017,10,28.68
20.5,78.75,2017,10,28.03
20.5,79.375,2017,10,27.46
20.5,80.0,2017,10,27.06
20.5,80.625,2017,10,26.27
21.0,73.125,2017,10,30.18
21.0,73.75,2017,10,28.29
21.0,74.375,2017,10,27.26
21.0,75.0,2017,10,28.2
21.0,75.625,2017,10,28.0
21.0,76.25,2017,10,27.87
21.0,76.875,2017,10,28.56
21.0,77.5,2017,10,28.56
21.0,78.125,2017,10,28.43
21.0,78.75,2017,10,27.17
21.0,79.375,2017,10,26.96
21.0,80.0,2017,10,26.96
21.0,80.625,2017,10,26.55
21.5,73.125,2017,10,29.7
21.5,73.75,2017,10,28.57
21.5,74.375,2017,10,27.76
21.5,75.0,2017,10,27.82
21.5,75.625,2017,10,27.08
21.5,76.25,2017,10,26.79
21.5,76.875,2017,10,26.96
21.5,77.5,2017,10,26.55
21.5,78.125,2017,10,27.0
21.5,78.75,2017,10,26.84
21.5,79.375,2017,10,26.3
21.5,80.0,2017,10,26.62
21.5,80.625,2017,10,26.57
22.0,73.125,2017,10,29.1
22.0,73.75,2017,10,28.38
22.0,74.375,2017,10,27.2
22.0,75.0,2017,10,27.15
22.0,75.625,2017,10,27.02
22.0,76.25,2017,10,26.71
22.0,76.875,2017,10,26.43
22.0,77.5,2017,10,25.48
22.0,78.125,2017,10,24.83
22.0,78.75,2017,10,24.79
22.0,79.375,2017,10,24.44
22.0,80.0,2017,10,24.78
22.0,80.625,2017,10,25.08
20.0,73.125,2017,11,30.68
20.0,73.75,2017,11,28.29
20.0,74.375,2017,11,28.04
20.0,75.0,2017,11,28.09
20.0,75.625,2017,11,27.65
20.0,76.25,2017,11,27.49
20.0,76.875,2017,11,27.29
20.0,77.5,2017,11,27.37
20.0,78.125,2017,11,27.55
20.0,78.75,2017,11,27.57
20.0,79.375,2017,11,27.54
20.0,80.0,2017,11,27.39
20.0,80.625,2017,11,26.04
20.5,73.125,2017,11,29.78
20.5,73.75,2017,11,28.03
20.5,74.375,2017,11,27.08
20.5,75.0,2017,11,27.47
20.5,75.625,2017,11,27.3
20.5,76.25,2017,11,26.97
20.5,76.875,2017,11,27.23
20.5,77.5,2017,11,27.25
20.5,78.125,2017,11,27.13
20.5,78.75,2017,11,26.58
20.5,79.375,2017,11,26.29
20.5,80.0,2017,11,25.84
20.5,80.625,2017,11,24.61
21.0,73.125,2017,11,29.36
21.0,73.75,2017,11,28.09
21.0,74.375,2017,11,27.05
21.0,75.0,2017,11,27.65
21.0,75.625,2017,11,27.52
21.0,76.25,2017,11,27.29
21.0,76.875,2017,11,27.59
21.0,77.5,2017,11,27.33
21.0,78.125,2017,11,27.03
21.0,78.75,2017,11,25.87
21.0,79.375,2017,11,26.03
21.0,80.0,2017,11,26.03
21.0,80.625,2017,11,25.25
21.5,73.125,2017,11,28.98
21.5,73.75,2017,11,28.2
21.5,74.375,2017,11,27.38
21.5,75.0,2017,11,27.31
21.5,75.625,2017,11,26.64
21.5,76.25,2017,11,26.32
21.5,76.875,2017,11,26.4
21.5,77.5,2017,11,25.9
21.5,78.125,2017,11,26.03
21.5,78.75,2017,11,25.88
21.5,79.375,2017,11,25.59
21.5,80.0,2017,11,26.04
21.5,80.625,2017,11,25.85
22.0,73.125,2017,11,28.47
22.0,73.75,2017,11,28.04
22.0,74.375,2017,11,26.84
22.0,75.0,2017,11,26.6
22.0,75.625,2017,11,26.29
22.0,76.25,2017,11,25.96
22.0,76.875,2017,11,25.94
22.0,77.5,2017,11,25.31
22.0,78.125,2017,11,24.57
22.0,78.75,2017,11,24.36
22.0,79.375,2017,11,23.98
22.0,80.0,2017,11,24.41
22.0,80.625,2017,11,24.4
20.0,73.125,2017,12,30.97
20.0,73.75,2017,12,27.88
20.0,74.375,2017,12,27.41
20.0,75.0,2017,12,27.31
20.0,75.625,2017,12,26.73
20.0,76.25,2017,12,26.41
20.0,76.875,2017,12,26.11
20.0,77.5,2017,12,26.05
20.0,78.125,2017,12,26.25
20.0,78.75,2017,12,26.18
20.0,79.375,2017,12,26.32
20.0,80.0,2017,12,26.52
20.0,80.625,2017,12,25.45
20.5,73.125,2017,12,30.28
20.5,73.75,2017,12,27.72
20.5,74.375,2017,12,26.38
20.5,75.0,2017,12,26.7
20.5,75.625,2017,12,26.39
20.5,76.25,2017,12,25.94
20.5,76.875,2017,12,26.11
20.5,77.5,2017,12,26.07
20.5,78.125,2017,12,25.86
20.5,78.75,2017,12,25.19
20.5,79.375,2017,12,25.04
20.5,80.0,2017,12,24.77
20.5,80.625,2017,12,23.61
21.0,73.125,2017,12,29.42
21.0,73.75,2017,12,27.52
21.0,74.375,2017,12,26.11
21.0,75.0,2017,12,26.78
21.0,75.625,2017,12,26.48
21.0,76.25,2017,12,26.11
21.0,76.875,2017,12,26.47
21.0,77.5,2017,12,26.12
21.0,78.125,2017,12,25.72
21.0,78.75,2017,12,24.43
21.0,79.375,2017,12,24.67
21.0,80.0,2017,12,24.81
21.0,80.625,2017,12,23.86
21.5,73.125,2017,12,28.89
21.5,73.75,2017,12,27.39
21.5,74.375,2017,12,26.34
21.5,75.0,2017,12,26.31
21.5,75.625,2017,12,25.56
21.5,76.25,2017,12,25.17
21.5,76.875,2017,12,25.35
21.5,77.5,2017,12,24.62
21.5,78.125,2017,12,24.78
21.5,78.75,2017,12,24.47
21.5,79.375,2017,12,24.27
21.5,80.0,2017,12,24.92
21.5,80.625,2017,12,24.39
22.0,73.125,2017,12,28.36
22.0,73.75,2017,12,27.38
22.0,74.375,2017,12,25.81
22.0,75.0,2017,12,25.41
22.0,75.625,2017,12,25.09
22.0,76.25,2017,12,24.8
22.0,76.875,2017,12,24.72
22.0,77.5,2017,12,23.89
22.0,78.125,2017,12,23.23
22.0,78.75,2017,12,22.95
22.0,79.375,2017,12,22.64
22.0,80.0,2017,12,23.5
22.0,80.625,2017,12,23.53
20.0,73.125,2017,13,31.88
20.0,73.75,2017,13,28.38
20.0,74.375,2017,13,27.93
20.0,75.0,2017,13,28.07
20.0,75.625,2017,13,27.55
20.0,76.25,2017,13,27.4
20.0,76.875,2017,13,27.17
20.0,77.5,2017,13,26.88
20.0,78.125,2017,13,27.22
20.0,78.75,2017,13,27.47
20.0,79.375,2017,13,27.66
20.0,80.0,2017,13,27.69
20.0,80.625,2017,13,26.26
20.5,73.125,2017,13,31.8
20.5,73.75,2017,13,28.72
20.5,74.375,2017,13,27.46
20.5,75.0,2017,13,28.12
20.5,75.625,2017,13,27.8
