-BEGIN HEADER- 
NASA/POWER Source Native Resolution Daily Data  
Dates (month/day/year): 01/01/2019 through 12/31/2019 in LST 
Location: Regional  
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters 
The value for missing source data that cannot be computed or is outside of the sources availability range: -999  
parameter(s):  
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C)  
-END HEADER- 
LAT,LON,YEAR,DOY,T2M_MIN
21.0,76.875,2019,57,18.67
21.0,77.5,2019,57,18.45
21.0,78.125,2019,57,18.03
21.0,78.75,2019,57,17.92
21.0,79.375,2019,57,17.79
21.0,80.0,2019,57,17.38
21.0,80.625,2019,57,16.95
21.5,73.125,2019,57,18.07
21.5,73.75,2019,57,17.04
21.5,74.375,2019,57,16.97
21.5,75.0,2019,57,17.75
21.5,75.625,2019,57,17.19
21.5,76.25,2019,57,16.92
21.5,76.875,2019,57,18.08
21.5,77.5,2019,57,17.21
21.5,78.125,2019,57,16.99
21.5,78.75,2019,57,17.18
21.5,79.375,2019,57,17.43
21.5,80.0,2019,57,17.04
21.5,80.625,2019,57,16.81
22.0,73.125,2019,57,17.56
22.0,73.75,2019,57,16.52
22.0,74.375,2019,57,16.07
22.0,75.0,2019,57,16.84
22.0,75.625,2019,57,17.05
22.0,76.25,2019,57,16.79
22.0,76.875,2019,57,18.49
22.0,77.5,2019,57,16.87
22.0,78.125,2019,57,16.0
22.0,78.75,2019,57,15.92
22.0,79.375,2019,57,16.24
22.0,80.0,2019,57,16.06
22.0,80.625,2019,57,15.64
20.0,73.125,2019,58,17.63
20.0,73.75,2019,58,14.67
20.0,74.375,2019,58,14.75
20.0,75.0,2019,58,15.4
20.0,75.625,2019,58,15.34
20.0,76.25,2019,58,15.73
20.0,76.875,2019,58,16.2
20.0,77.5,2019,58,16.52
20.0,78.125,2019,58,17.14
20.0,78.75,2019,58,17.48
20.0,79.375,2019,58,18.27
20.0,80.0,2019,58,19.61
20.0,80.625,2019,58,18.59
20.5,73.125,2019,58,17.85
20.5,73.75,2019,58,15.44
20.5,74.375,2019,58,15.3
20.5,75.0,2019,58,15.91
20.5,75.625,2019,58,15.6
20.5,76.25,2019,58,15.74
20.5,76.875,2019,58,16.3
20.5,77.5,2019,58,16.35
20.5,78.125,2019,58,16.95
20.5,78.75,2019,58,17.08
20.5,79.375,2019,58,17.12
20.5,80.0,2019,58,17.66
20.5,80.625,2019,58,17.12
21.0,73.125,2019,58,18.51
21.0,73.75,2019,58,17.25
21.0,74.375,2019,58,16.64
21.0,75.0,2019,58,17.26
21.0,75.625,2019,58,16.72
21.0,76.25,2019,58,16.55
21.0,76.875,2019,58,16.61
21.0,77.5,2019,58,16.48
21.0,78.125,2019,58,16.67
21.0,78.75,2019,58,16.44
21.0,79.375,2019,58,16.55
21.0,80.0,2019,58,16.62
21.0,80.625,2019,58,16.35
21.5,73.125,2019,58,18.61
21.5,73.75,2019,58,17.71
21.5,74.375,2019,58,17.17
21.5,75.0,2019,58,17.44
21.5,75.625,2019,58,16.71
21.5,76.25,2019,58,16.35
21.5,76.875,2019,58,15.59
21.5,77.5,2019,58,14.94
21.5,78.125,2019,58,15.77
21.5,78.75,2019,58,16.17
21.5,79.375,2019,58,16.32
21.5,80.0,2019,58,16.34
21.5,80.625,2019,58,15.87
22.0,73.125,2019,58,17.73
22.0,73.75,2019,58,16.95
22.0,74.375,2019,58,16.49
22.0,75.0,2019,58,16.95
22.0,75.625,2019,58,17.16
22.0,76.25,2019,58,16.84
22.0,76.875,2019,58,15.89
22.0,77.5,2019,58,14.72
22.0,78.125,2019,58,14.4
22.0,78.75,2019,58,15.04
22.0,79.375,2019,58,15.68
22.0,80.0,2019,58,15.84
22.0,80.625,2019,58,15.28
20.0,73.125,2019,59,15.64
20.0,73.75,2019,59,12.53
20.0,74.375,2019,59,13.0
20.0,75.0,2019,59,13.51
20.0,75.625,2019,59,13.95
20.0,76.25,2019,59,14.68
20.0,76.875,2019,59,15.18
20.0,77.5,2019,59,15.8
20.0,78.125,2019,59,16.96
20.0,78.75,2019,59,17.39
20.0,79.375,2019,59,17.14
20.0,80.0,2019,59,16.61
20.0,80.625,2019,59,16.86
20.5,73.125,2019,59,15.43
20.5,73.75,2019,59,12.46
20.5,74.375,2019,59,12.68
20.5,75.0,2019,59,13.61
20.5,75.625,2019,59,13.54
20.5,76.25,2019,59,13.93
20.5,76.875,2019,59,14.91
20.5,77.5,2019,59,15.61
20.5,78.125,2019,59,16.57
20.5,78.75,2019,59,17.0
20.5,79.375,2019,59,16.77
20.5,80.0,2019,59,16.27
20.5,80.625,2019,59,15.58
21.0,73.125,2019,59,15.3
21.0,73.75,2019,59,13.71
21.0,74.375,2019,59,13.03
21.0,75.0,2019,59,14.23
21.0,75.625,2019,59,14.32
21.0,76.25,2019,59,14.7
21.0,76.875,2019,59,15.23
21.0,77.5,2019,59,14.97
21.0,78.125,2019,59,15.25
21.0,78.75,2019,59,15.79
21.0,79.375,2019,59,16.16
21.0,80.0,2019,59,15.99
21.0,80.625,2019,59,15.37
21.5,73.125,2019,59,14.82
21.5,73.75,2019,59,14.18
21.5,74.375,2019,59,13.11
21.5,75.0,2019,59,13.68
21.5,75.625,2019,59,13.35
21.5,76.25,2019,59,13.78
21.5,76.875,2019,59,13.79
21.5,77.5,2019,59,12.94
21.5,78.125,2019,59,13.74
21.5,78.75,2019,59,14.44
21.5,79.375,2019,59,15.08
21.5,80.0,2019,59,15.32
21.5,80.625,2019,59,14.76
22.0,73.125,2019,59,14.17
22.0,73.75,2019,59,13.23
22.0,74.375,2019,59,11.93
22.0,75.0,2019,59,12.32
22.0,75.625,2019,59,12.86
22.0,76.25,2019,59,13.38
22.0,76.875,2019,59,13.09
22.0,77.5,2019,59,11.99
22.0,78.125,2019,59,11.89
22.0,78.75,2019,59,12.2
22.0,79.375,2019,59,12.89
22.0,80.0,2019,59,13.7
22.0,80.625,2019,59,13.48
20.0,73.125,2019,60,16.36
20.0,73.75,2019,60,13.65
20.0,74.375,2019,60,12.47
20.0,75.0,2019,60,12.86
20.0,75.625,2019,60,12.95
20.0,76.25,2019,60,13.05
20.0,76.875,2019,60,13.27
20.0,77.5,2019,60,13.61
20.0,78.125,2019,60,14.29
20.0,78.75,2019,60,14.82
20.0,79.375,2019,60,15.45
20.0,80.0,2019,60,16.23
20.0,80.625,2019,60,16.02
20.5,73.125,2019,60,15.98
20.5,73.75,2019,60,13.83
20.5,74.375,2019,60,11.96
20.5,75.0,2019,60,12.59
20.5,75.625,2019,60,12.55
20.5,76.25,2019,60,12.36
20.5,76.875,2019,60,13.12
20.5,77.5,2019,60,13.76
20.5,78.125,2019,60,14.44
20.5,78.75,2019,60,14.89
20.5,79.375,2019,60,14.74
20.5,80.0,2019,60,14.92
20.5,80.625,2019,60,14.96
21.0,73.125,2019,60,15.33
21.0,73.75,2019,60,14.31
21.0,74.375,2019,60,12.09
21.0,75.0,2019,60,12.95
21.0,75.625,2019,60,12.99
21.0,76.25,2019,60,13.03
21.0,76.875,2019,60,13.89
21.0,77.5,2019,60,14.31
21.0,78.125,2019,60,14.4
21.0,78.75,2019,60,14.39
21.0,79.375,2019,60,14.2
21.0,80.0,2019,60,13.89
21.0,80.625,2019,60,13.67
21.5,73.125,2019,60,14.76
21.5,73.75,2019,60,14.09
21.5,74.375,2019,60,12.36
21.5,75.0,2019,60,12.67
21.5,75.625,2019,60,12.3
21.5,76.25,2019,60,12.37
21.5,76.875,2019,60,13.13
21.5,77.5,2019,60,12.8
21.5,78.125,2019,60,13.0
21.5,78.75,2019,60,13.36
21.5,79.375,2019,60,13.71
21.5,80.0,2019,60,13.2
21.5,80.625,2019,60,12.56
22.0,73.125,2019,60,14.28
22.0,73.75,2019,60,13.58
22.0,74.375,2019,60,12.13
22.0,75.0,2019,60,12.17
22.0,75.625,2019,60,12.14
22.0,76.25,2019,60,12.09
22.0,76.875,2019,60,12.58
22.0,77.5,2019,60,11.7
22.0,78.125,2019,60,11.3
22.0,78.75,2019,60,11.12
22.0,79.375,2019,60,11.45
22.0,80.0,2019,60,11.74
22.0,80.625,2019,60,11.25
20.0,73.125,2019,61,19.4
20.0,73.75,2019,61,16.2
20.0,74.375,2019,61,14.98
20.0,75.0,2019,61,15.99
20.0,75.625,2019,61,16.29
20.0,76.25,2019,61,16.13
20.0,76.875,2019,61,16.58
20.0,77.5,2019,61,16.29
20.0,78.125,2019,61,16.77
20.0,78.75,2019,61,17.34
20.0,79.375,2019,61,18.04
20.0,80.0,2019,61,18.53
20.0,80.625,2019,61,17.81
20.5,73.125,2019,61,19.56
20.5,73.75,2019,61,17.43
20.5,74.375,2019,61,14.92
20.5,75.0,2019,61,15.81
20.5,75.625,2019,61,16.17
20.5,76.25,2019,61,15.7
20.5,76.875,2019,61,16.27
20.5,77.5,2019,61,16.48
20.5,78.125,2019,61,16.52
20.5,78.75,2019,61,16.74
20.5,79.375,2019,61,16.94
20.5,80.0,2019,61,17.33
20.5,80.625,2019,61,16.74
21.0,73.125,2019,61,18.38
21.0,73.75,2019,61,17.86
21.0,74.375,2019,61,15.26
21.0,75.0,2019,61,15.75
21.0,75.625,2019,61,16.18
21.0,76.25,2019,61,16.04
21.0,76.875,2019,61,16.66
21.0,77.5,2019,61,16.31
21.0,78.125,2019,61,16.22
21.0,78.75,2019,61,16.1
21.0,79.375,2019,61,16.12
21.0,80.0,2019,61,16.36
21.0,80.625,2019,61,15.67
21.5,73.125,2019,61,17.53
21.5,73.75,2019,61,17.39
21.5,74.375,2019,61,15.63
21.5,75.0,2019,61,15.2
21.5,75.625,2019,61,14.99
21.5,76.25,2019,61,15.17
21.5,76.875,2019,61,15.95
21.5,77.5,2019,61,14.84
21.5,78.125,2019,61,14.85
21.5,78.75,2019,61,14.92
21.5,79.375,2019,61,15.02
21.5,80.0,2019,61,15.24
21.5,80.625,2019,61,14.23
22.0,73.125,2019,61,17.22
22.0,73.75,2019,61,17.07
22.0,74.375,2019,61,15.48
22.0,75.0,2019,61,14.67
22.0,75.625,2019,61,14.34
22.0,76.25,2019,61,14.38
22.0,76.875,2019,61,15.25
22.0,77.5,2019,61,14.36
22.0,78.125,2019,61,13.57
22.0,78.75,2019,61,12.87
22.0,79.375,2019,61,12.75
22.0,80.0,2019,61,13.55
22.0,80.625,2019,61,13.08
20.0,73.125,2019,62,18.91
20.0,73.75,2019,62,16.41
20.0,74.375,2019,62,15.4
20.0,75.0,2019,62,15.21
20.0,75.625,2019,62,16.17
20.0,76.25,2019,62,17.95
20.0,76.875,2019,62,19.9
20.0,77.5,2019,62,22.18
20.0,78.125,2019,62,23.2
20.0,78.75,2019,62,23.56
20.0,79.375,2019,62,22.75
20.0,80.0,2019,62,22.28
20.0,80.625,2019,62,20.86
20.5,73.125,2019,62,19.13
20.5,73.75,2019,62,16.46
20.5,74.375,2019,62,15.65
20.5,75.0,2019,62,15.62
20.5,75.625,2019,62,16.39
20.5,76.25,2019,62,17.46
20.5,76.875,2019,62,19.6
20.5,77.5,2019,62,21.83
20.5,78.125,2019,62,23.18
20.5,78.75,2019,62,23.28
20.5,79.375,2019,62,22.41
20.5,80.0,2019,62,21.66
20.5,80.625,2019,62,20.21
21.0,73.125,2019,62,18.91
21.0,73.75,2019,62,17.26
21.0,74.375,2019,62,16.76
21.0,75.0,2019,62,16.94
21.0,75.625,2019,62,17.02
21.0,76.25,2019,62,17.7
21.0,76.875,2019,62,19.26
21.0,77.5,2019,62,20.76
21.0,78.125,2019,62,22.24
21.0,78.75,2019,62,21.89
21.0,79.375,2019,62,21.52
21.0,80.0,2019,62,20.73
21.0,80.625,2019,62,18.97
21.5,73.125,2019,62,18.9
21.5,73.75,2019,62,17.7
21.5,74.375,2019,62,17.06
21.5,75.0,2019,62,17.01
21.5,75.625,2019,62,16.48
21.5,76.25,2019,62,17.06
21.5,76.875,2019,62,18.15
21.5,77.5,2019,62,19.2
21.5,78.125,2019,62,20.16
21.5,78.75,2019,62,19.98
21.5,79.375,2019,62,19.62
21.5,80.0,2019,62,19.02
21.5,80.625,2019,62,17.42
22.0,73.125,2019,62,19.07
22.0,73.75,2019,62,17.75
22.0,74.375,2019,62,16.79
22.0,75.0,2019,62,16.89
22.0,75.625,2019,62,17.1
22.0,76.25,2019,62,17.75
22.0,76.875,2019,62,18.53
22.0,77.5,2019,62,18.0
22.0,78.125,2019,62,18.64
22.0,78.75,2019,62,18.11
22.0,79.375,2019,62,18.5
22.0,80.0,2019,62,18.19
22.0,80.625,2019,62,16.66
20.0,73.125,2019,63,18.91
20.0,73.75,2019,63,16.29
20.0,74.375,2019,63,16.16
20.0,75.0,2019,63,16.11
20.0,75.625,2019,63,16.69
20.0,76.25,2019,63,17.41
20.0,76.875,2019,63,17.77
20.0,77.5,2019,63,17.9
20.0,78.125,2019,63,18.66
20.0,78.75,2019,63,19.79
20.0,79.375,2019,63,19.18
20.0,80.0,2019,63,19.95
20.0,80.625,2019,63,20.32
20.5,73.125,2019,63,19.58
20.5,73.75,2019,63,16.84
20.5,74.375,2019,63,16.22
20.5,75.0,2019,63,16.64
20.5,75.625,2019,63,16.96
20.5,76.25,2019,63,17.39
20.5,76.875,2019,63,17.87
20.5,77.5,2019,63,17.97
20.5,78.125,2019,63,18.5
20.5,78.75,2019,63,18.77
20.5,79.375,2019,63,18.24
20.5,80.0,2019,63,19.01
20.5,80.625,2019,63,19.28
21.0,73.125,2019,63,20.4
21.0,73.75,2019,63,18.77
21.0,74.375,2019,63,17.67
21.0,75.0,2019,63,18.14
21.0,75.625,2019,63,17.99
21.0,76.25,2019,63,18.07
21.0,76.875,2019,63,18.18
21.0,77.5,2019,63,18.28
21.0,78.125,2019,63,18.61
21.0,78.75,2019,63,18.48
21.0,79.375,2019,63,18.04
21.0,80.0,2019,63,18.33
21.0,80.625,2019,63,18.83
21.5,73.125,2019,63,20.3
21.5,73.75,2019,63,19.29
21.5,74.375,2019,63,18.72
21.5,75.0,2019,63,18.64
21.5,75.625,2019,63,18.03
21.5,76.25,2019,63,17.96
21.5,76.875,2019,63,17.76
21.5,77.5,2019,63,16.69
21.5,78.125,2019,63,17.64
21.5,78.75,2019,63,17.68
21.5,79.375,2019,63,17.43
21.5,80.0,2019,63,17.01
21.5,80.625,2019,63,17.53
22.0,73.125,2019,63,20.04
22.0,73.75,2019,63,18.83
22.0,74.375,2019,63,18.15
22.0,75.0,2019,63,18.69
22.0,75.625,2019,63,18.92
22.0,76.25,2019,63,18.88
22.0,76.875,2019,63,18.76
22.0,77.5,2019,63,16.06
22.0,78.125,2019,63,15.81
22.0,78.75,2019,63,15.22
22.0,79.375,2019,63,15.8
22.0,80.0,2019,63,15.92
22.0,80.625,2019,63,16.09
20.0,73.125,2019,64,19.11
20.0,73.75,2019,64,16.4
20.0,74.375,2019,64,15.85
20.0,75.0,2019,64,15.5
20.0,75.625,2019,64,15.92
20.0,76.25,2019,64,16.93
20.0,76.875,2019,64,17.94
20.0,77.5,2019,64,18.92
20.0,78.125,2019,64,19.99
20.0,78.75,2019,64,20.71
20.0,79.375,2019,64,20.55
20.0,80.0,2019,64,20.54
20.0,80.625,2019,64,19.82
20.5,73.125,2019,64,18.8
20.5,73.75,2019,64,16.17
20.5,74.375,2019,64,15.59
20.5,75.0,2019,64,15.38
20.5,75.625,2019,64,15.45
20.5,76.25,2019,64,16.18
20.5,76.875,2019,64,17.4
20.5,77.5,2019,64,18.26
20.5,78.125,2019,64,19.31
20.5,78.75,2019,64,20.33
20.5,79.375,2019,64,19.92
20.5,80.0,2019,64,19.96
20.5,80.625,2019,64,19.61
21.0,73.125,2019,64,17.7
21.0,73.75,2019,64,16.59
21.0,74.375,2019,64,15.47
21.0,75.0,2019,64,15.85
21.0,75.625,2019,64,15.68
21.0,76.25,2019,64,16.13
21.0,76.875,2019,64,16.87
21.0,77.5,2019,64,17.42
21.0,78.125,2019,64,18.39
21.0,78.75,2019,64,18.96
21.0,79.375,2019,64,19.21
21.0,80.0,2019,64,18.8
21.0,80.625,2019,64,18.84
21.5,73.125,2019,64,16.16
21.5,73.75,2019,64,15.84
21.5,74.375,2019,64,14.62
21.5,75.0,2019,64,14.98
21.5,75.625,2019,64,14.66
21.5,76.25,2019,64,14.96
21.5,76.875,2019,64,14.94
21.5,77.5,2019,64,14.62
21.5,78.125,2019,64,16.39
21.5,78.75,2019,64,17.38
21.5,79.375,2019,64,18.23
21.5,80.0,2019,64,18.4
21.5,80.625,2019,64,18.09
22.0,73.125,2019,64,15.5
22.0,73.75,2019,64,14.6
22.0,74.375,2019,64,13.71
22.0,75.0,2019,64,14.07
22.0,75.625,2019,64,14.5
22.0,76.25,2019,64,14.73
22.0,76.875,2019,64,14.33
22.0,77.5,2019,64,12.2
22.0,78.125,2019,64,13.55
22.0,78.75,2019,64,13.98
22.0,79.375,2019,64,15.62
22.0,80.0,2019,64,17.31
22.0,80.625,2019,64,17.8
20.0,73.125,2019,65,17.01
20.0,73.75,2019,65,13.3
20.0,74.375,2019,65,13.97
20.0,75.0,2019,65,14.5
20.0,75.625,2019,65,14.76
20.0,76.25,2019,65,15.5
20.0,76.875,2019,65,15.97
20.0,77.5,2019,65,16.13
20.0,78.125,2019,65,17.08
20.0,78.75,2019,65,17.14
20.0,79.375,2019,65,16.95
20.0,80.0,2019,65,16.85
20.0,80.625,2019,65,16.37
20.5,73.125,2019,65,17.38
20.5,73.75,2019,65,13.47
20.5,74.375,2019,65,13.93
20.5,75.0,2019,65,14.51
20.5,75.625,2019,65,14.04
20.5,76.25,2019,65,14.5
20.5,76.875,2019,65,15.25
20.5,77.5,2019,65,15.78
20.5,78.125,2019,65,16.96
20.5,78.75,2019,65,17.18
20.5,79.375,2019,65,16.52
20.5,80.0,2019,65,15.78
20.5,80.625,2019,65,15.42
21.0,73.125,2019,65,17.38
21.0,73.75,2019,65,14.86
21.0,74.375,2019,65,14.45
21.0,75.0,2019,65,15.2
21.0,75.625,2019,65,14.56
21.0,76.25,2019,65,14.88
21.0,76.875,2019,65,15.46
21.0,77.5,2019,65,15.92
21.0,78.125,2019,65,16.91
21.0,78.75,2019,65,16.79
21.0,79.375,2019,65,16.0
21.0,80.0,2019,65,15.15
21.0,80.625,2019,65,15.07
21.5,73.125,2019,65,17.3
21.5,73.75,2019,65,15.55
21.5,74.375,2019,65,14.68
21.5,75.0,2019,65,14.8
21.5,75.625,2019,65,14.03
21.5,76.25,2019,65,14.15
21.5,76.875,2019,65,14.29
21.5,77.5,2019,65,14.06
21.5,78.125,2019,65,15.2
21.5,78.75,2019,65,15.39
21.5,79.375,2019,65,15.26
21.5,80.0,2019,65,14.78
21.5,80.625,2019,65,14.67
22.0,73.125,2019,65,16.6
22.0,73.75,2019,65,16.22
22.0,74.375,2019,65,14.86
22.0,75.0,2019,65,14.49
22.0,75.625,2019,65,14.24
22.0,76.25,2019,65,13.96
22.0,76.875,2019,65,13.91
22.0,77.5,2019,65,12.69
22.0,78.125,2019,65,12.88
22.0,78.75,2019,65,12.64
22.0,79.375,2019,65,13.49
22.0,80.0,2019,65,14.15
22.0,80.625,2019,65,14.11
20.0,73.125,2019,66,16.43
20.0,73.75,2019,66,12.97
20.0,74.375,2019,66,13.79
20.0,75.0,2019,66,14.04
20.0,75.625,2019,66,14.28
20.0,76.25,2019,66,14.9
20.0,76.875,2019,66,15.15
20.0,77.5,2019,66,15.18
20.0,78.125,2019,66,15.63
20.0,78.75,2019,66,15.94
20.0,79.375,2019,66,16.43
20.0,80.0,2019,66,16.62
20.0,80.625,2019,66,15.87
20.5,73.125,2019,66,17.32
20.5,73.75,2019,66,13.97
20.5,74.375,2019,66,13.33
20.5,75.0,2019,66,13.8
20.5,75.625,2019,66,13.48
20.5,76.25,2019,66,14.07
20.5,76.875,2019,66,15.01
20.5,77.5,2019,66,15.41
20.5,78.125,2019,66,15.93
20.5,78.75,2019,66,16.2
20.5,79.375,2019,66,16.19
20.5,80.0,2019,66,15.84
20.5,80.625,2019,66,15.07
21.0,73.125,2019,66,17.47
21.0,73.75,2019,66,15.18
21.0,74.375,2019,66,13.56
21.0,75.0,2019,66,14.65
21.0,75.625,2019,66,14.31
21.0,76.25,2019,66,14.7
21.0,76.875,2019,66,15.78
21.0,77.5,2019,66,15.96
21.0,78.125,2019,66,16.28
21.0,78.75,2019,66,16.04
21.0,79.375,2019,66,15.75
21.0,80.0,2019,66,15.15
21.0,80.625,2019,66,14.72
21.5,73.125,2019,66,17.08
21.5,73.75,2019,66,15.5
21.5,74.375,2019,66,14.23
21.5,75.0,2019,66,14.82
21.5,75.625,2019,66,14.06
21.5,76.25,2019,66,14.0
21.5,76.875,2019,66,15.29
21.5,77.5,2019,66,14.23
21.5,78.125,2019,66,15.06
21.5,78.75,2019,66,15.09
21.5,79.375,2019,66,15.11
21.5,80.0,2019,66,14.5
21.5,80.625,2019,66,14.14
22.0,73.125,2019,66,17.0
22.0,73.75,2019,66,15.29
22.0,74.375,2019,66,14.43
22.0,75.0,2019,66,14.79
22.0,75.625,2019,66,14.61
22.0,76.25,2019,66,14.08
22.0,76.875,2019,66,15.85
22.0,77.5,2019,66,13.72
22.0,78.125,2019,66,13.18
22.0,78.75,2019,66,12.32
22.0,79.375,2019,66,12.86
22.0,80.0,2019,66,13.57
22.0,80.625,2019,66,13.43
20.0,73.125,2019,67,18.89
20.0,73.75,2019,67,16.72
20.0,74.375,2019,67,17.0
20.0,75.0,2019,67,16.96
20.0,75.625,2019,67,15.57
20.0,76.25,2019,67,15.33
20.0,76.875,2019,67,15.5
20.0,77.5,2019,67,15.53
20.0,78.125,2019,67,16.07
20.0,78.75,2019,67,16.62
20.0,79.375,2019,67,17.24
20.0,80.0,2019,67,17.73
20.0,80.625,2019,67,17.11
20.5,73.125,2019,67,19.25
20.5,73.75,2019,67,17.5
20.5,74.375,2019,67,17.16
20.5,75.0,2019,67,17.3
20.5,75.625,2019,67,15.82
20.5,76.25,2019,67,14.91
20.5,76.875,2019,67,15.28
20.5,77.5,2019,67,15.67
20.5,78.125,2019,67,16.28
20.5,78.75,2019,67,16.71
20.5,79.375,2019,67,16.96
20.5,80.0,2019,67,16.93
20.5,80.625,2019,67,16.08
21.0,73.125,2019,67,18.84
21.0,73.75,2019,67,17.7
21.0,74.375,2019,67,17.89
21.0,75.0,2019,67,17.99
21.0,75.625,2019,67,16.27
21.0,76.25,2019,67,15.56
21.0,76.875,2019,67,16.0
21.0,77.5,2019,67,15.98
21.0,78.125,2019,67,16.43
21.0,78.75,2019,67,16.35
21.0,79.375,2019,67,16.21
21.0,80.0,2019,67,15.89
21.0,80.625,2019,67,15.22
21.5,73.125,2019,67,18.32
21.5,73.75,2019,67,17.38
21.5,74.375,2019,67,18.8
21.5,75.0,2019,67,18.21
21.5,75.625,2019,67,15.8
21.5,76.25,2019,67,15.39
21.5,76.875,2019,67,15.77
21.5,77.5,2019,67,14.5
21.5,78.125,2019,67,15.19
21.5,78.75,2019,67,15.32
21.5,79.375,2019,67,15.57
21.5,80.0,2019,67,15.21
21.5,80.625,2019,67,14.53
22.0,73.125,2019,67,18.5
22.0,73.75,2019,67,17.23
22.0,74.375,2019,67,18.44
22.0,75.0,2019,67,17.31
22.0,75.625,2019,67,15.9
22.0,76.25,2019,67,15.42
22.0,76.875,2019,67,15.94
22.0,77.5,2019,67,14.29
22.0,78.125,2019,67,13.82
22.0,78.75,2019,67,13.12
22.0,79.375,2019,67,13.66
22.0,80.0,2019,67,14.43
22.0,80.625,2019,67,14.08
20.0,73.125,2019,68,18.9
20.0,73.75,2019,68,17.45
20.0,74.375,2019,68,17.5
20.0,75.0,2019,68,17.75
20.0,75.625,2019,68,18.06
20.0,76.25,2019,68,18.43
20.0,76.875,2019,68,18.41
20.0,77.5,2019,68,18.77
20.0,78.125,2019,68,19.63
20.0,78.75,2019,68,18.92
20.0,79.375,2019,68,18.7
20.0,80.0,2019,68,18.54
20.0,80.625,2019,68,18.1
20.5,73.125,2019,68,19.49
20.5,73.75,2019,68,18.13
20.5,74.375,2019,68,17.32
20.5,75.0,2019,68,17.92
20.5,75.625,2019,68,17.76
20.5,76.25,2019,68,18.06
20.5,76.875,2019,68,18.68
20.5,77.5,2019,68,19.1
20.5,78.125,2019,68,19.81
20.5,78.75,2019,68,19.56
20.5,79.375,2019,68,18.99
20.5,80.0,2019,68,18.59
20.5,80.625,2019,68,17.81
21.0,73.125,2019,68,19.74
21.0,73.75,2019,68,18.99
21.0,74.375,2019,68,17.68
21.0,75.0,2019,68,18.7
21.0,75.625,2019,68,18.39
21.0,76.25,2019,68,18.49
21.0,76.875,2019,68,18.88
21.0,77.5,2019,68,19.22
21.0,78.125,2019,68,20.24
21.0,78.75,2019,68,19.88
21.0,79.375,2019,68,19.31
21.0,80.0,2019,68,17.83
21.0,80.625,2019,68,16.77
21.5,73.125,2019,68,19.18
21.5,73.75,2019,68,19.06
21.5,74.375,2019,68,18.14
21.5,75.0,2019,68,18.28
21.5,75.625,2019,68,17.64
21.5,76.25,2019,68,17.61
21.5,76.875,2019,68,17.61
21.5,77.5,2019,68,17.08
21.5,78.125,2019,68,18.46
21.5,78.75,2019,68,19.16
21.5,79.375,2019,68,18.9
21.5,80.0,2019,68,16.92
21.5,80.625,2019,68,15.28
22.0,73.125,2019,68,18.53
22.0,73.75,2019,68,19.14
22.0,74.375,2019,68,17.89
22.0,75.0,2019,68,17.38
22.0,75.625,2019,68,17.49
22.0,76.25,2019,68,17.6
22.0,76.875,2019,68,17.63
22.0,77.5,2019,68,16.44
22.0,78.125,2019,68,17.13
22.0,78.75,2019,68,17.06
22.0,79.375,2019,68,17.43
22.0,80.0,2019,68,16.42
22.0,80.625,2019,68,15.12
20.0,73.125,2019,69,18.84
20.0,73.75,2019,69,16.82
20.0,74.375,2019,69,17.22
20.0,75.0,2019,69,17.63
20.0,75.625,2019,69,17.75
20.0,76.25,2019,69,18.05
20.0,76.875,2019,69,18.09
20.0,77.5,2019,69,18.19
20.0,78.125,2019,69,18.59
20.0,78.75,2019,69,18.56
20.0,79.375,2019,69,18.51
20.0,80.0,2019,69,19.24
20.0,80.625,2019,69,19.81
20.5,73.125,2019,69,18.4
20.5,73.75,2019,69,16.81
20.5,74.375,2019,69,17.04
20.5,75.0,2019,69,17.73
20.5,75.625,2019,69,17.54
20.5,76.25,2019,69,17.52
20.5,76.875,2019,69,17.78
20.5,77.5,2019,69,18.1
20.5,78.125,2019,69,18.53
20.5,78.75,2019,69,18.65
20.5,79.375,2019,69,18.19
20.5,80.0,2019,69,18.16
20.5,80.625,2019,69,19.65
21.0,73.125,2019,69,18.36
21.0,73.75,2019,69,17.77
21.0,74.375,2019,69,17.4
21.0,75.0,2019,69,18.13
21.0,75.625,2019,69,17.95
21.0,76.25,2019,69,17.78
21.0,76.875,2019,69,17.97
21.0,77.5,2019,69,18.23
21.0,78.125,2019,69,18.6
21.0,78.75,2019,69,18.64
21.0,79.375,2019,69,18.16
21.0,80.0,2019,69,17.5
21.0,80.625,2019,69,18.02
21.5,73.125,2019,69,18.22
21.5,73.75,2019,69,17.96
21.5,74.375,2019,69,17.27
21.5,75.0,2019,69,17.2
21.5,75.625,2019,69,16.8
21.5,76.25,2019,69,16.99
21.5,76.875,2019,69,16.94
21.5,77.5,2019,69,16.6
21.5,78.125,2019,69,17.45
21.5,78.75,2019,69,17.83
21.5,79.375,2019,69,17.96
21.5,80.0,2019,69,17.13
21.5,80.625,2019,69,16.9
22.0,73.125,2019,69,18.11
22.0,73.75,2019,69,17.29
22.0,74.375,2019,69,16.26
22.0,75.0,2019,69,16.41
22.0,75.625,2019,69,16.62
22.0,76.25,2019,69,16.91
22.0,76.875,2019,69,16.8
22.0,77.5,2019,69,15.85
22.0,78.125,2019,69,15.59
22.0,78.75,2019,69,15.72
