-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2019 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,DOY,WS10M_MAX
20.5,76.875,2019,2,3.6
20.5,77.5,2019,2,3.16
20.5,78.125,2019,2,2.48
20.5,78.75,2019,2,2.4
20.5,79.375,2019,2,2.6
20.5,80.0,2019,2,3.24
20.5,80.625,2019,2,3.44
21.0,73.125,2019,2,4.0
21.0,73.75,2019,2,3.62
21.0,74.375,2019,2,3.06
21.0,75.0,2019,2,2.9
21.0,75.625,2019,2,3.55
21.0,76.25,2019,2,3.55
21.0,76.875,2019,2,3.37
21.0,77.5,2019,2,2.66
21.0,78.125,2019,2,2.09
21.0,78.75,2019,2,2.65
21.0,79.375,2019,2,2.84
21.0,80.0,2019,2,3.42
21.0,80.625,2019,2,3.21
21.5,73.125,2019,2,3.78
21.5,73.75,2019,2,3.47
21.5,74.375,2019,2,3.06
21.5,75.0,2019,2,3.08
21.5,75.625,2019,2,3.22
21.5,76.25,2019,2,3.43
21.5,76.875,2019,2,3.5
21.5,77.5,2019,2,3.69
21.5,78.125,2019,2,3.23
21.5,78.75,2019,2,2.89
21.5,79.375,2019,2,2.42
21.5,80.0,2019,2,2.91
21.5,80.625,2019,2,2.73
22.0,73.125,2019,2,3.28
22.0,73.75,2019,2,3.48
22.0,74.375,2019,2,3.41
22.0,75.0,2019,2,3.39
22.0,75.625,2019,2,3.39
22.0,76.25,2019,2,3.33
22.0,76.875,2019,2,4.11
22.0,77.5,2019,2,4.75
22.0,78.125,2019,2,4.37
22.0,78.75,2019,2,4.07
22.0,79.375,2019,2,3.41
22.0,80.0,2019,2,3.12
22.0,80.625,2019,2,3.03
20.0,73.125,2019,3,4.87
20.0,73.75,2019,3,4.35
20.0,74.375,2019,3,3.42
20.0,75.0,2019,3,3.59
20.0,75.625,2019,3,3.57
20.0,76.25,2019,3,3.49
20.0,76.875,2019,3,3.22
20.0,77.5,2019,3,2.94
20.0,78.125,2019,3,2.96
20.0,78.75,2019,3,3.09
20.0,79.375,2019,3,3.21
20.0,80.0,2019,3,3.07
20.0,80.625,2019,3,2.92
20.5,73.125,2019,3,4.02
20.5,73.75,2019,3,4.31
20.5,74.375,2019,3,3.5
20.5,75.0,2019,3,3.55
20.5,75.625,2019,3,3.43
20.5,76.25,2019,3,3.2
20.5,76.875,2019,3,2.69
20.5,77.5,2019,3,2.13
20.5,78.125,2019,3,2.27
20.5,78.75,2019,3,2.71
20.5,79.375,2019,3,3.01
20.5,80.0,2019,3,3.27
20.5,80.625,2019,3,3.37
21.0,73.125,2019,3,4.04
21.0,73.75,2019,3,4.9
21.0,74.375,2019,3,3.41
21.0,75.0,2019,3,3.44
21.0,75.625,2019,3,3.37
21.0,76.25,2019,3,3.27
21.0,76.875,2019,3,3.38
21.0,77.5,2019,3,2.89
21.0,78.125,2019,3,2.7
21.0,78.75,2019,3,2.94
21.0,79.375,2019,3,2.5
21.0,80.0,2019,3,2.78
21.0,80.625,2019,3,2.84
21.5,73.125,2019,3,4.35
21.5,73.75,2019,3,5.2
21.5,74.375,2019,3,4.3
21.5,75.0,2019,3,3.66
21.5,75.625,2019,3,3.58
21.5,76.25,2019,3,3.3
21.5,76.875,2019,3,3.48
21.5,77.5,2019,3,3.29
21.5,78.125,2019,3,3.19
21.5,78.75,2019,3,3.05
21.5,79.375,2019,3,2.89
21.5,80.0,2019,3,2.61
21.5,80.625,2019,3,2.48
22.0,73.125,2019,3,4.05
22.0,73.75,2019,3,5.01
22.0,74.375,2019,3,4.5
22.0,75.0,2019,3,4.0
22.0,75.625,2019,3,3.83
22.0,76.25,2019,3,3.47
22.0,76.875,2019,3,3.26
22.0,77.5,2019,3,3.12
22.0,78.125,2019,3,2.95
22.0,78.75,2019,3,2.75
22.0,79.375,2019,3,2.57
22.0,80.0,2019,3,2.34
22.0,80.625,2019,3,2.07
20.0,73.125,2019,4,6.3
20.0,73.75,2019,4,5.58
20.0,74.375,2019,4,4.24
20.0,75.0,2019,4,4.1
20.0,75.625,2019,4,3.97
20.0,76.25,2019,4,3.74
20.0,76.875,2019,4,3.66
20.0,77.5,2019,4,3.61
20.0,78.125,2019,4,3.55
20.0,78.75,2019,4,3.49
20.0,79.375,2019,4,3.51
20.0,80.0,2019,4,3.31
20.0,80.625,2019,4,2.95
20.5,73.125,2019,4,5.41
20.5,73.75,2019,4,5.78
20.5,74.375,2019,4,4.3
20.5,75.0,2019,4,4.09
20.5,75.625,2019,4,4.19
20.5,76.25,2019,4,4.09
20.5,76.875,2019,4,3.9
20.5,77.5,2019,4,3.7
20.5,78.125,2019,4,3.61
20.5,78.75,2019,4,3.78
20.5,79.375,2019,4,3.72
20.5,80.0,2019,4,4.13
20.5,80.625,2019,4,4.03
21.0,73.125,2019,4,4.13
21.0,73.75,2019,4,5.57
21.0,74.375,2019,4,4.21
21.0,75.0,2019,4,3.37
21.0,75.625,2019,4,3.62
21.0,76.25,2019,4,3.95
21.0,76.875,2019,4,4.14
21.0,77.5,2019,4,4.13
21.0,78.125,2019,4,4.4
21.0,78.75,2019,4,4.72
21.0,79.375,2019,4,4.39
21.0,80.0,2019,4,4.75
21.0,80.625,2019,4,4.37
21.5,73.125,2019,4,3.82
21.5,73.75,2019,4,5.06
21.5,74.375,2019,4,4.14
21.5,75.0,2019,4,3.33
21.5,75.625,2019,4,3.44
21.5,76.25,2019,4,3.56
21.5,76.875,2019,4,4.21
21.5,77.5,2019,4,3.76
21.5,78.125,2019,4,3.73
21.5,78.75,2019,4,4.39
21.5,79.375,2019,4,4.26
21.5,80.0,2019,4,4.26
21.5,80.625,2019,4,3.95
22.0,73.125,2019,4,3.83
22.0,73.75,2019,4,5.1
22.0,74.375,2019,4,4.56
22.0,75.0,2019,4,4.18
22.0,75.625,2019,4,3.72
22.0,76.25,2019,4,3.3
22.0,76.875,2019,4,3.59
22.0,77.5,2019,4,4.06
22.0,78.125,2019,4,3.64
22.0,78.75,2019,4,3.48
22.0,79.375,2019,4,3.6
22.0,80.0,2019,4,3.61
22.0,80.625,2019,4,3.69
20.0,73.125,2019,5,3.78
20.0,73.75,2019,5,4.24
20.0,74.375,2019,5,4.03
20.0,75.0,2019,5,5.05
20.0,75.625,2019,5,5.59
20.0,76.25,2019,5,5.16
20.0,76.875,2019,5,4.47
20.0,77.5,2019,5,3.52
20.0,78.125,2019,5,3.48
20.0,78.75,2019,5,3.44
20.0,79.375,2019,5,3.41
20.0,80.0,2019,5,3.23
20.0,80.625,2019,5,2.87
20.5,73.125,2019,5,3.22
20.5,73.75,2019,5,4.24
20.5,74.375,2019,5,3.98
20.5,75.0,2019,5,4.98
20.5,75.625,2019,5,5.8
20.5,76.25,2019,5,5.51
20.5,76.875,2019,5,4.58
20.5,77.5,2019,5,3.59
20.5,78.125,2019,5,3.57
20.5,78.75,2019,5,3.51
20.5,79.375,2019,5,3.52
20.5,80.0,2019,5,3.61
20.5,80.625,2019,5,3.4
21.0,73.125,2019,5,2.88
21.0,73.75,2019,5,3.86
21.0,74.375,2019,5,3.72
21.0,75.0,2019,5,3.76
21.0,75.625,2019,5,4.78
21.0,76.25,2019,5,4.93
21.0,76.875,2019,5,4.57
21.0,77.5,2019,5,3.77
21.0,78.125,2019,5,3.51
21.0,78.75,2019,5,3.46
21.0,79.375,2019,5,3.48
21.0,80.0,2019,5,3.89
21.0,80.625,2019,5,3.45
21.5,73.125,2019,5,3.05
21.5,73.75,2019,5,3.66
21.5,74.375,2019,5,3.35
21.5,75.0,2019,5,2.99
21.5,75.625,2019,5,4.09
21.5,76.25,2019,5,4.71
21.5,76.875,2019,5,5.12
21.5,77.5,2019,5,4.57
21.5,78.125,2019,5,3.75
21.5,78.75,2019,5,3.22
21.5,79.375,2019,5,3.26
21.5,80.0,2019,5,4.04
21.5,80.625,2019,5,3.66
22.0,73.125,2019,5,3.05
22.0,73.75,2019,5,3.57
22.0,74.375,2019,5,3.29
22.0,75.0,2019,5,3.32
22.0,75.625,2019,5,4.1
22.0,76.25,2019,5,4.71
22.0,76.875,2019,5,5.23
22.0,77.5,2019,5,5.7
22.0,78.125,2019,5,5.0
22.0,78.75,2019,5,4.06
22.0,79.375,2019,5,3.74
22.0,80.0,2019,5,3.73
22.0,80.625,2019,5,3.63
20.0,73.125,2019,6,6.17
20.0,73.75,2019,6,4.58
20.0,74.375,2019,6,4.19
20.0,75.0,2019,6,3.9
20.0,75.625,2019,6,3.96
20.0,76.25,2019,6,3.79
20.0,76.875,2019,6,3.86
20.0,77.5,2019,6,3.85
20.0,78.125,2019,6,3.23
20.0,78.75,2019,6,3.33
20.0,79.375,2019,6,4.07
20.0,80.0,2019,6,3.57
20.0,80.625,2019,6,2.94
20.5,73.125,2019,6,5.93
20.5,73.75,2019,6,5.31
20.5,74.375,2019,6,4.42
20.5,75.0,2019,6,3.77
20.5,75.625,2019,6,4.11
20.5,76.25,2019,6,4.39
20.5,76.875,2019,6,3.77
20.5,77.5,2019,6,3.47
20.5,78.125,2019,6,3.35
20.5,78.75,2019,6,3.31
20.5,79.375,2019,6,3.41
20.5,80.0,2019,6,3.6
20.5,80.625,2019,6,4.02
21.0,73.125,2019,6,5.56
21.0,73.75,2019,6,5.22
21.0,74.375,2019,6,4.96
21.0,75.0,2019,6,4.06
21.0,75.625,2019,6,4.07
21.0,76.25,2019,6,4.17
21.0,76.875,2019,6,3.82
21.0,77.5,2019,6,3.48
21.0,78.125,2019,6,3.37
21.0,78.75,2019,6,3.33
21.0,79.375,2019,6,3.42
21.0,80.0,2019,6,3.92
21.0,80.625,2019,6,4.0
21.5,73.125,2019,6,5.52
21.5,73.75,2019,6,5.14
21.5,74.375,2019,6,5.25
21.5,75.0,2019,6,4.74
21.5,75.625,2019,6,4.58
21.5,76.25,2019,6,4.38
21.5,76.875,2019,6,4.05
21.5,77.5,2019,6,3.42
21.5,78.125,2019,6,4.1
21.5,78.75,2019,6,3.7
21.5,79.375,2019,6,3.51
21.5,80.0,2019,6,4.02
21.5,80.625,2019,6,3.81
22.0,73.125,2019,6,5.31
22.0,73.75,2019,6,5.22
22.0,74.375,2019,6,5.5
22.0,75.0,2019,6,5.42
22.0,75.625,2019,6,5.22
22.0,76.25,2019,6,4.79
22.0,76.875,2019,6,4.38
22.0,77.5,2019,6,4.65
22.0,78.125,2019,6,4.97
22.0,78.75,2019,6,4.9
22.0,79.375,2019,6,4.62
22.0,80.0,2019,6,4.16
22.0,80.625,2019,6,4.2
20.0,73.125,2019,7,6.03
20.0,73.75,2019,7,6.09
20.0,74.375,2019,7,4.79
20.0,75.0,2019,7,4.62
20.0,75.625,2019,7,4.66
20.0,76.25,2019,7,4.59
20.0,76.875,2019,7,4.11
20.0,77.5,2019,7,3.92
20.0,78.125,2019,7,3.93
20.0,78.75,2019,7,3.34
20.0,79.375,2019,7,3.35
20.0,80.0,2019,7,3.05
20.0,80.625,2019,7,2.73
20.5,73.125,2019,7,5.73
20.5,73.75,2019,7,6.03
20.5,74.375,2019,7,4.76
20.5,75.0,2019,7,4.29
20.5,75.625,2019,7,4.36
20.5,76.25,2019,7,4.09
20.5,76.875,2019,7,3.65
20.5,77.5,2019,7,3.67
20.5,78.125,2019,7,4.28
20.5,78.75,2019,7,4.11
20.5,79.375,2019,7,3.79
20.5,80.0,2019,7,3.69
20.5,80.625,2019,7,3.21
21.0,73.125,2019,7,5.54
21.0,73.75,2019,7,6.09
21.0,74.375,2019,7,4.82
21.0,75.0,2019,7,4.19
21.0,75.625,2019,7,4.59
21.0,76.25,2019,7,4.28
21.0,76.875,2019,7,4.57
21.0,77.5,2019,7,5.09
21.0,78.125,2019,7,4.97
21.0,78.75,2019,7,4.71
21.0,79.375,2019,7,4.4
21.0,80.0,2019,7,4.17
21.0,80.625,2019,7,3.47
21.5,73.125,2019,7,5.05
21.5,73.75,2019,7,5.63
21.5,74.375,2019,7,4.89
21.5,75.0,2019,7,4.7
21.5,75.625,2019,7,5.08
21.5,76.25,2019,7,4.95
21.5,76.875,2019,7,5.16
21.5,77.5,2019,7,5.41
21.5,78.125,2019,7,5.48
21.5,78.75,2019,7,5.21
21.5,79.375,2019,7,5.19
21.5,80.0,2019,7,4.79
21.5,80.625,2019,7,3.71
22.0,73.125,2019,7,4.92
22.0,73.75,2019,7,5.09
22.0,74.375,2019,7,4.8
22.0,75.0,2019,7,4.57
22.0,75.625,2019,7,4.72
22.0,76.25,2019,7,4.74
22.0,76.875,2019,7,4.65
22.0,77.5,2019,7,4.49
22.0,78.125,2019,7,4.64
22.0,78.75,2019,7,4.78
22.0,79.375,2019,7,4.96
22.0,80.0,2019,7,4.57
22.0,80.625,2019,7,4.11
20.0,73.125,2019,8,7.01
20.0,73.75,2019,8,6.88
20.0,74.375,2019,8,4.4
20.0,75.0,2019,8,4.06
20.0,75.625,2019,8,3.98
20.0,76.25,2019,8,3.76
20.0,76.875,2019,8,3.89
20.0,77.5,2019,8,4.24
20.0,78.125,2019,8,4.63
20.0,78.75,2019,8,5.02
20.0,79.375,2019,8,4.88
20.0,80.0,2019,8,4.04
20.0,80.625,2019,8,3.22
20.5,73.125,2019,8,6.29
20.5,73.75,2019,8,7.26
20.5,74.375,2019,8,4.92
20.5,75.0,2019,8,4.04
20.5,75.625,2019,8,3.86
20.5,76.25,2019,8,3.45
20.5,76.875,2019,8,3.22
20.5,77.5,2019,8,3.63
20.5,78.125,2019,8,4.14
20.5,78.75,2019,8,4.89
20.5,79.375,2019,8,4.93
20.5,80.0,2019,8,4.37
20.5,80.625,2019,8,3.8
21.0,73.125,2019,8,5.75
21.0,73.75,2019,8,7.25
21.0,74.375,2019,8,5.21
21.0,75.0,2019,8,3.86
21.0,75.625,2019,8,3.85
21.0,76.25,2019,8,3.32
21.0,76.875,2019,8,3.4
21.0,77.5,2019,8,3.96
21.0,78.125,2019,8,4.03
21.0,78.75,2019,8,4.62
21.0,79.375,2019,8,4.88
21.0,80.0,2019,8,4.24
21.0,80.625,2019,8,3.44
21.5,73.125,2019,8,5.44
21.5,73.75,2019,8,6.68
21.5,74.375,2019,8,5.19
21.5,75.0,2019,8,4.18
21.5,75.625,2019,8,4.23
21.5,76.25,2019,8,3.74
21.5,76.875,2019,8,4.34
21.5,77.5,2019,8,4.49
21.5,78.125,2019,8,4.72
21.5,78.75,2019,8,4.75
21.5,79.375,2019,8,5.03
21.5,80.0,2019,8,4.61
21.5,80.625,2019,8,3.48
22.0,73.125,2019,8,4.94
22.0,73.75,2019,8,5.86
22.0,74.375,2019,8,5.18
22.0,75.0,2019,8,4.68
22.0,75.625,2019,8,4.33
22.0,76.25,2019,8,3.87
22.0,76.875,2019,8,4.26
22.0,77.5,2019,8,4.19
22.0,78.125,2019,8,4.5
22.0,78.75,2019,8,5.27
22.0,79.375,2019,8,5.35
22.0,80.0,2019,8,4.94
22.0,80.625,2019,8,4.3
20.0,73.125,2019,9,4.49
20.0,73.75,2019,9,4.85
20.0,74.375,2019,9,4.02
20.0,75.0,2019,9,4.24
20.0,75.625,2019,9,4.16
20.0,76.25,2019,9,4.0
20.0,76.875,2019,9,3.71
20.0,77.5,2019,9,3.37
20.0,78.125,2019,9,3.13
20.0,78.75,2019,9,3.1
20.0,79.375,2019,9,3.16
20.0,80.0,2019,9,2.97
20.0,80.625,2019,9,2.58
20.5,73.125,2019,9,4.59
20.5,73.75,2019,9,5.05
20.5,74.375,2019,9,4.18
20.5,75.0,2019,9,4.22
20.5,75.625,2019,9,4.02
20.5,76.25,2019,9,3.86
20.5,76.875,2019,9,3.63
20.5,77.5,2019,9,3.17
20.5,78.125,2019,9,2.86
20.5,78.75,2019,9,3.54
20.5,79.375,2019,9,3.51
20.5,80.0,2019,9,3.07
20.5,80.625,2019,9,2.87
21.0,73.125,2019,9,4.14
21.0,73.75,2019,9,4.71
21.0,74.375,2019,9,3.89
21.0,75.0,2019,9,3.9
21.0,75.625,2019,9,3.83
21.0,76.25,2019,9,3.69
21.0,76.875,2019,9,3.72
21.0,77.5,2019,9,3.65
21.0,78.125,2019,9,3.47
21.0,78.75,2019,9,3.99
21.0,79.375,2019,9,3.93
21.0,80.0,2019,9,3.49
21.0,80.625,2019,9,3.2
21.5,73.125,2019,9,3.7
21.5,73.75,2019,9,4.48
21.5,74.375,2019,9,3.64
21.5,75.0,2019,9,3.7
21.5,75.625,2019,9,3.66
21.5,76.25,2019,9,3.59
21.5,76.875,2019,9,3.73
21.5,77.5,2019,9,3.69
21.5,78.125,2019,9,3.61
21.5,78.75,2019,9,3.92
21.5,79.375,2019,9,4.15
21.5,80.0,2019,9,3.66
21.5,80.625,2019,9,3.13
22.0,73.125,2019,9,3.68
22.0,73.75,2019,9,4.14
22.0,74.375,2019,9,3.71
22.0,75.0,2019,9,3.53
22.0,75.625,2019,9,3.52
22.0,76.25,2019,9,3.5
22.0,76.875,2019,9,3.47
22.0,77.5,2019,9,3.82
22.0,78.125,2019,9,3.93
22.0,78.75,2019,9,3.47
22.0,79.375,2019,9,3.49
22.0,80.0,2019,9,3.44
22.0,80.625,2019,9,3.38
20.0,73.125,2019,10,6.44
20.0,73.75,2019,10,6.08
20.0,74.375,2019,10,4.42
20.0,75.0,2019,10,4.03
20.0,75.625,2019,10,4.0
20.0,76.25,2019,10,3.76
20.0,76.875,2019,10,3.69
20.0,77.5,2019,10,3.62
20.0,78.125,2019,10,3.46
20.0,78.75,2019,10,3.45
20.0,79.375,2019,10,3.41
20.0,80.0,2019,10,3.21
20.0,80.625,2019,10,2.97
20.5,73.125,2019,10,5.61
20.5,73.75,2019,10,6.16
20.5,74.375,2019,10,4.44
20.5,75.0,2019,10,3.82
20.5,75.625,2019,10,3.95
20.5,76.25,2019,10,3.8
20.5,76.875,2019,10,3.88
20.5,77.5,2019,10,4.07
20.5,78.125,2019,10,3.97
20.5,78.75,2019,10,4.2
20.5,79.375,2019,10,4.19
20.5,80.0,2019,10,4.29
20.5,80.625,2019,10,4.0
21.0,73.125,2019,10,5.03
21.0,73.75,2019,10,6.27
21.0,74.375,2019,10,4.59
21.0,75.0,2019,10,3.61
21.0,75.625,2019,10,3.58
21.0,76.25,2019,10,3.4
21.0,76.875,2019,10,3.73
21.0,77.5,2019,10,3.94
21.0,78.125,2019,10,4.31
21.0,78.75,2019,10,4.66
21.0,79.375,2019,10,4.32
21.0,80.0,2019,10,4.39
21.0,80.625,2019,10,4.25
21.5,73.125,2019,10,4.71
21.5,73.75,2019,10,5.84
21.5,74.375,2019,10,4.75
21.5,75.0,2019,10,3.82
21.5,75.625,2019,10,3.6
21.5,76.25,2019,10,3.34
21.5,76.875,2019,10,3.48
21.5,77.5,2019,10,3.37
21.5,78.125,2019,10,3.94
21.5,78.75,2019,10,4.71
21.5,79.375,2019,10,4.68
21.5,80.0,2019,10,4.22
21.5,80.625,2019,10,3.66
22.0,73.125,2019,10,4.19
22.0,73.75,2019,10,5.25
22.0,74.375,2019,10,4.65
22.0,75.0,2019,10,4.25
22.0,75.625,2019,10,4.12
22.0,76.25,2019,10,3.63
22.0,76.875,2019,10,3.43
22.0,77.5,2019,10,3.24
22.0,78.125,2019,10,3.31
22.0,78.75,2019,10,3.91
22.0,79.375,2019,10,4.28
22.0,80.0,2019,10,3.98
22.0,80.625,2019,10,3.69
20.0,73.125,2019,11,4.0
20.0,73.75,2019,11,3.85
20.0,74.375,2019,11,3.21
20.0,75.0,2019,11,3.16
20.0,75.625,2019,11,3.5
20.0,76.25,2019,11,3.6
20.0,76.875,2019,11,3.67
20.0,77.5,2019,11,3.66
20.0,78.125,2019,11,3.57
20.0,78.75,2019,11,3.5
20.0,79.375,2019,11,3.35
20.0,80.0,2019,11,3.1
20.0,80.625,2019,11,2.76
20.5,73.125,2019,11,4.11
20.5,73.75,2019,11,4.04
20.5,74.375,2019,11,3.13
20.5,75.0,2019,11,3.36
20.5,75.625,2019,11,3.71
20.5,76.25,2019,11,3.89
20.5,76.875,2019,11,3.81
20.5,77.5,2019,11,3.83
20.5,78.125,2019,11,3.59
20.5,78.75,2019,11,3.48
20.5,79.375,2019,11,3.47
20.5,80.0,2019,11,3.5
20.5,80.625,2019,11,3.37
21.0,73.125,2019,11,3.93
21.0,73.75,2019,11,4.41
21.0,74.375,2019,11,3.25
21.0,75.0,2019,11,3.5
21.0,75.625,2019,11,3.47
21.0,76.25,2019,11,3.67
21.0,76.875,2019,11,3.89
21.0,77.5,2019,11,3.82
21.0,78.125,2019,11,4.12
21.0,78.75,2019,11,4.23
21.0,79.375,2019,11,3.93
21.0,80.0,2019,11,4.16
21.0,80.625,2019,11,3.49
21.5,73.125,2019,11,4.15
21.5,73.75,2019,11,4.97
21.5,74.375,2019,11,4.17
21.5,75.0,2019,11,3.4
21.5,75.625,2019,11,3.37
21.5,76.25,2019,11,3.52
21.5,76.875,2019,11,4.11
21.5,77.5,2019,11,3.64
21.5,78.125,2019,11,3.34
21.5,78.75,2019,11,3.53
21.5,79.375,2019,11,3.58
21.5,80.0,2019,11,3.91
21.5,80.625,2019,11,3.51
22.0,73.125,2019,11,4.26
22.0,73.75,2019,11,5.39
22.0,74.375,2019,11,4.91
22.0,75.0,2019,11,4.8
22.0,75.625,2019,11,4.16
22.0,76.25,2019,11,3.21
22.0,76.875,2019,11,3.32
22.0,77.5,2019,11,3.6
22.0,78.125,2019,11,3.47
22.0,78.75,2019,11,3.15
22.0,79.375,2019,11,2.69
22.0,80.0,2019,11,2.56
22.0,80.625,2019,11,2.86
20.0,73.125,2019,12,3.88
20.0,73.75,2019,12,5.25
20.0,74.375,2019,12,4.54
20.0,75.0,2019,12,3.98
20.0,75.625,2019,12,4.3
20.0,76.25,2019,12,4.57
20.0,76.875,2019,12,4.86
20.0,77.5,2019,12,4.56
20.0,78.125,2019,12,4.26
20.0,78.75,2019,12,4.32
20.0,79.375,2019,12,4.35
20.0,80.0,2019,12,3.41
20.0,80.625,2019,12,2.88
20.5,73.125,2019,12,3.8
20.5,73.75,2019,12,5.14
20.5,74.375,2019,12,4.64
20.5,75.0,2019,12,3.81
20.5,75.625,2019,12,4.88
20.5,76.25,2019,12,5.14
20.5,76.875,2019,12,5.18
20.5,77.5,2019,12,4.6
20.5,78.125,2019,12,4.15
20.5,78.75,2019,12,4.07
20.5,79.375,2019,12,4.17
20.5,80.0,2019,12,4.27
20.5,80.625,2019,12,3.64
21.0,73.125,2019,12,3.62
21.0,73.75,2019,12,4.59
21.0,74.375,2019,12,4.4
21.0,75.0,2019,12,3.34
21.0,75.625,2019,12,3.8
21.0,76.25,2019,12,4.91
21.0,76.875,2019,12,5.32
21.0,77.5,2019,12,4.82
21.0,78.125,2019,12,4.34
21.0,78.75,2019,12,3.98
21.0,79.375,2019,12,4.09
21.0,80.0,2019,12,4.42
21.0,80.625,2019,12,3.71
21.5,73.125,2019,12,3.38
21.5,73.75,2019,12,3.98
21.5,74.375,2019,12,3.53
21.5,75.0,2019,12,3.76
21.5,75.625,2019,12,3.82
21.5,76.25,2019,12,4.91
21.5,76.875,2019,12,5.81
21.5,77.5,2019,12,5.46
21.5,78.125,2019,12,4.75
21.5,78.75,2019,12,4.0
21.5,79.375,2019,12,3.37
21.5,80.0,2019,12,3.84
21.5,80.625,2019,12,3.58
22.0,73.125,2019,12,3.32
22.0,73.75,2019,12,4.43
22.0,74.375,2019,12,4.6
22.0,75.0,2019,12,4.62
22.0,75.625,2019,12,4.16
22.0,76.25,2019,12,4.5
22.0,76.875,2019,12,5.19
22.0,77.5,2019,12,5.73
22.0,78.125,2019,12,5.33
22.0,78.75,2019,12,4.36
22.0,79.375,2019,12,3.57
22.0,80.0,2019,12,3.19
22.0,80.625,2019,12,3.19
20.0,73.125,2019,13,4.7
20.0,73.75,2019,13,3.76
20.0,74.375,2019,13,3.41
20.0,75.0,2019,13,3.51
20.0,75.625,2019,13,3.33
20.0,76.25,2019,13,3.27
20.0,76.875,2019,13,3.14
20.0,77.5,2019,13,4.03
20.0,78.125,2019,13,4.56
20.0,78.75,2019,13,4.43
20.0,79.375,2019,13,4.87
20.0,80.0,2019,13,4.32
20.0,80.625,2019,13,2.85
20.5,73.125,2019,13,4.79
20.5,73.75,2019,13,3.51
20.5,74.375,2019,13,3.45
20.5,75.0,2019,13,3.49
